Answer,Person,Specific Type,General Type
symphonie_fantastique,0,Composition,"music,composition"
ludwig_wittgenstein,1,Philosopher,
gilbert_and_sullivan,0,Musical Artist,"music,artist"
riemann_zeta_function,0,,
democracy_in_america,0,Non-Fiction Book,
glycine,0,Amino Acid,"biology,amino acid"
ken_kesey,1,Novelist,
bighorn_sheep,0,Biological Species,
tests_of_general_relativity,0,,
konrad_lorenz,1,Academic,"education,academic"
colony_collapse_disorder,0,Film subject,"film,film subject"
gustave_courbet,1,Painting Artist,
don_pasquale,0,Opera,"opera,opera"
the_cunning_little_vixen,0,Opera,"opera,opera"
guanine,0,Chemical Compound,"chemistry,chemical compound"
xipe_totec,0,Deity,"religion,deity"
mustafa_kemal_ataturk,0,,
book_of_ezekiel,0,Religious Text,"religion,religious text"
john_hicks,1,Jazz pianist,
nimrod,1,Person Or Being In Fiction,"fictional universe,person in fiction"
dubai,0,Administrative Division,"location,administrative division"
paris_commune,0,Event,"time,event"
jefferson_davis,1,U.S. Congressperson,"government,u s congressperson"
a_room_with_a_view,0,Drama Film,
annabel_lee,1,Musician,
ozone,0,Chemical Compound,"chemistry,chemical compound"
senegal_river,0,River,"geography,river"
sarajevo,0,City/Town/Village,"location,citytown"
chlorophyll_a,0,Chemical Compound,"chemistry,chemical compound"
georgia_(country),0,Country,"location,country"
ashgabat,0,Administrative Division,"location,administrative division"
george_washington_carver,1,Inventor,"law,inventor"
enki,0,Deity,"religion,deity"
keratin,0,Chemical Classification,"chemistry,chemical classification"
electronegativity,0,Literature Subject,"book,book subject"
problem_of_evil,0,,
tammany_hall,0,Organization,"organization,organization"
hippocrates,1,Physician,"medicine,physician"
bluebeard's_castle,0,Opera,"opera,opera"
mass_in_b_minor,0,Composition,"music,composition"
james_the_just,1,Deceased Person,"people,deceased person"
lipid,0,Nutrient,"food,nutrient"
demand_curve,0,,
john_everett_millais,1,Painting Artist,
lines_written_a_few_miles_above_tintern_abbey,0,Poem,"book,poem"
taurus_(constellation),0,Constellation,"astronomy,constellation"
liquidity_trap,0,,
turandot,0,Opera,"opera,opera"
yogacara,0,,
cracking_(chemistry),0,,
hindu_kush,0,Mountain range,"geography,mountain range"
ethan_allen,1,Military Commander,"military,military commander"
reverse_transcriptase,0,,
the_origins_of_totalitarianism,0,Non-Fiction Book,
endorphins,0,Analgesic Drug,
aromaticity,0,Literature Subject,"book,book subject"
suprematism,0,Art Period/Movement,"visual art,art period movement"
oxidative_phosphorylation,0,,
marie_de'_medici_cycle,0,Art Series,"visual art,art series"
rococo,0,Art Period/Movement,"visual art,art period movement"
synchrotron,0,Invention,"law,invention"
michelangelo,0,,
scurvy,0,Disease or medical condition,"medicine,disease"
charles_evans_hughes,1,Politician,"government,politician"
sistine_chapel_ceiling,0,High Renaissance Artwork,
william_tecumseh_sherman,1,Military Commander,"military,military commander"
plutonium,0,Chemical Element,"chemistry,chemical element"
ferrocene,0,Chemical Compound,"chemistry,chemical compound"
darjeeling,0,City/Town/Village,"location,citytown"
peloponnesian_war,0,Military Conflict,"military,military conflict"
paraguay,0,Country,"location,country"
raphael,1,Painting Artist,
robert_bunsen,1,Chemist,
geiger_counter,0,Invention,"law,invention"
oak,0,Biological Genus,
color_charge,0,,
robert_schumann,0,,
edward_the_confessor,1,Monarch,"royalty,monarch"
bartolomeu_dias,1,Sailor,
transfection,0,,
laius,0,,
hundred_schools_of_thought,0,,
symphony_no._9_(beethoven),0,,
berthe_morisot,1,Painting Artist,
l'italiana_in_algeri,0,Opera,"opera,opera"
the_second_sex,0,Sociology Book,
eukaryotic_dna_replication,0,,
lactose,0,,
muller's_ratchet,0,,
pupil,0,,
mount_of_olives,0,Tourist attraction,"travel,tourist attraction"
cytosol,0,,
hall_effect,0,,
paris,0,City/Town/Village,"location,citytown"
intron,0,,
gorgias,1,Philosopher,
wounded_knee_massacre,0,Military Conflict,"military,military conflict"
cognitive_dissonance,0,,
halogen,1,Musical Artist,"music,artist"
retinal_ganglion_cell,0,Anatomical structure,"medicine,anatomical structure"
crito,0,Book,"book,book"
mass_spectrometry,0,,
barium,0,Chemical Element,"chemistry,chemical element"
hartford_convention,0,,
paul_gauguin,1,Painting Artist,
ghost_dance,0,Film subject,"film,film subject"
lapland_(region),0,Administrative Division,"location,administrative division"
anemia,0,Disease or medical condition,"medicine,disease"
thor_(comics),0,Comic Book Character,"comic books,comic book character"
high-temperature_superconductivity,0,Invention,"law,invention"
the_bridge_on_the_river_kwai,0,Drama Film,
marshall_plan,0,Literature Subject,"book,book subject"
nathaniel_hawthorne,1,Novelist,
seven_archangels,0,,
epistle_to_the_hebrews,0,Religious Text,"religion,religious text"
special_relativity,0,Literature Subject,"book,book subject"
titin,0,Protein,"biology,protein"
y_chromosome,0,Chromosome,"biology,chromosome"
carl_bosch,1,Chemist,
akbar,1,Monarch,"royalty,monarch"
fidelio,0,Opera,"opera,opera"
heat_capacity,0,Dimension,"measurement unit,dimension"
the_scarlet_letter,0,Historical Novel,
pele_(deity),0,Deity,"religion,deity"
san_andreas_fault,0,Geographical Feature,"geography,geographical feature"
only_built_4_cuban_linx...,0,,
dark_energy,0,,
jaundice,0,Symptom,"medicine,symptom"
gyroscope,0,Invention,"law,invention"
surtr,0,,
also_sprach_zarathustra_(strauss),0,Symphonic poem,
swiss_guard,0,Armed Force,"military,armed force"
thor_(marvel_comics),0,,
lilith,1,Person Or Being In Fiction,"fictional universe,person in fiction"
averroes,1,Philosopher,
flores,0,Island,"geography,island"
ethanol,0,Chemical Compound,
dionysus,1,Power metal Artist,
tian_shan,0,Mountain range,"geography,mountain range"
electrolysis,0,Invention,"law,invention"
marduk,0,Deity,"religion,deity"
ordinary_time,0,,
fergana_valley,0,Location,"location,location"
semitic_languages,0,Field of study,"education,field of study"
miguel_de_unamuno,1,Novelist,
symphony_no._7_(beethoven),0,,
poynting_vector,0,,
roman_jakobson,1,Linguist,
ymir,0,,
the_great_gatsby,0,Novel,
heimskringla,0,Book,"book,book"
one_hundred_years_of_solitude,0,Novel,
mishnah,0,Written Work,"book,written work"
scanning_tunneling_microscope,0,Invention,"law,invention"
the_natural,0,,
desiderius_erasmus,1,Philosopher,
hanoi,0,City/Town/Village,"location,citytown"
alexander_the_great,1,Military Commander,"military,military commander"
cushing's_syndrome,0,Disease or medical condition,"medicine,disease"
the_myth_of_sisyphus,0,Book,"book,book"
ajanta_caves,0,World Heritage Site,
visual_cliff,0,,
lysosomal_storage_disease,0,Disease or medical condition,"medicine,disease"
foucault_pendulum,0,Invention,"law,invention"
cerebellum,0,Anatomical structure,"medicine,anatomical structure"
new_objectivity,0,Art Period/Movement,"visual art,art period movement"
hall_of_mirrors,0,Location,"location,location"
dodo,0,Biological Species,
streptococcus,0,Biological Genus,
iridium,1,Musical Artist,"music,artist"
grenada,0,Parliamentary Democracy,
carmen,0,Opera,"opera,opera"
oort_cloud,0,Astronomical Discovery,"astronomy,astronomical discovery"
battle_of_the_little_bighorn,0,Military Conflict,"military,military conflict"
renormalization,0,,
hemoglobin,0,Biofluid,"medicine,biofluid"
silent_spring,0,Non-Fiction Book,
federico_garcia_lorca,0,,
cache_(computing),0,,
atreus,0,Fictional Character,"fictional universe,fictional character"
jabberwocky,1,Singer-songwriter,
south_island,0,Geographical Feature,"geography,geographical feature"
robert_burns,1,Poet,
nagasaki,0,,
yasunari_kawabata,1,Novelist,
midas,0,Theater Character,"theater,theater character"
wang_anshi,1,Politician,"government,politician"
gustave_caillebotte,1,Painting Artist,
second_council_of_ephesus,0,Location,"location,location"
harry_s._truman,1,US President,"government,us president"
george_h._pendleton,1,U.S. Congressperson,"government,u s congressperson"
bitterroot_range,0,Mountain range,"geography,mountain range"
parallel_(geometry),0,,
aquarius_(constellation),0,Constellation,"astronomy,constellation"
wittig_reaction,0,Award-Winning Work,"award,award winning work"
harriet_beecher_stowe,1,Novelist,
borneo,0,Geographical Feature,"geography,geographical feature"
william_of_ockham,1,Philosopher,
jenny_lind,1,Singer,
battle_of_bosworth_field,0,Military Conflict,"military,military conflict"
origen,1,Author,"book,author"
daniel_dennett,1,Philosopher,
sophocles,1,Dramatist,
jury_nullification,0,,
lanthanide_contraction,0,,
dylan_thomas,1,Novelist,
civilization_and_its_discontents,0,Non-Fiction Book,
chromatography,0,Award-Winning Work,"award,award winning work"
victoria_woodhull,1,Politician,
planetary_nebula,0,Celestial object category,"astronomy,celestial object category"
oxyrhynchus,0,City/Town/Village,"location,citytown"
hermeneutics,0,Field of study,"education,field of study"
der_rosenkavalier,0,Opera,"opera,opera"
nighthawks,0,Genre Painting,
mausoleum_at_halicarnassus,0,Tourist attraction,"travel,tourist attraction"
george_frideric_handel,1,Composer,"music,composer"
robert_louis_stevenson,1,Novelist,
hideki_tojo,1,Military Commander,"military,military commander"
anthropic_principle,0,,
nadine_gordimer,1,Novelist,
gulliver's_travels,0,Satirical Book,
sympatric_speciation,0,,
horus,1,Athlete,"sports,pro athlete"
eleanor_of_aquitaine,1,Military Commander,"military,military commander"
louis_brandeis,1,Jurist,
motet,0,Composition type,"music,compositional form"
branching_(polymer_chemistry),0,,
arizona,0,US State,"location,us state"
cirrhosis,0,Disease or medical condition,"medicine,disease"
flatworm,0,Biological Phylum,
olefin_metathesis,0,Award-Winning Work,"award,award winning work"
marcel_mauss,1,Sociologist,
hand,0,,
john_singer_sargent,1,Painting Artist,
horseshoe_crab,0,Biological Family,
kin_selection,0,,
operational_amplifier,0,Invention,"law,invention"
james_joyce,1,Novelist,
helen_of_troy,0,Opera Character,"opera,opera character"
sobek,0,Deity,"religion,deity"
marginal_revenue,0,,
fractional_distillation,1,Musical Artist,"music,artist"
fundamental_attribution_error,0,,
esperanto,0,,
modified_newtonian_dynamics,0,,
the_awakening_(chopin_novel),0,,
roger_bacon,1,Philosopher,
sulfuric_acid,0,Chemical Compound,"chemistry,chemical compound"
sumatra,0,Geographical Feature,"geography,geographical feature"
glucose,0,,
kamchatka_peninsula,0,World Heritage Site,
type_ia_supernova,0,,
protein_kinase,0,,
stark_effect,1,Musical Artist,"music,artist"
tess_of_the_d'urbervilles,0,Book,"book,book"
lucy_(australopithecus),0,Fossil specimen,"biology,fossil specimen"
the_waste_land,0,Poem,"book,poem"
influenza_a_virus_subtype_h1n1,0,Website Category,"internet,website category"
gutzon_borglum,1,Sculpture Artist,
gabon,0,Country,"location,country"
plasmid,0,,
thomas_young_(scientist),1,Physicist,
galileo_galilei,1,Physicist,
galilean_moons,0,,
pollination,0,,
kaaba,0,Place of worship,"religion,place of worship"
caspar_david_friedrich,1,Painting Artist,
torque,0,Dimension,"measurement unit,dimension"
pitirim_sorokin,1,Philosopher,
meristem,0,,
botswana,0,Country,"location,country"
john_a._macdonald,1,Politician,"government,politician"
milky_way,0,Galaxy,"astronomy,galaxy"
bernard_malamud,1,Novelist,
komodo_dragon,0,Biological Species,
spermatogenesis,0,,
tibia,0,Bone,"medicine,bone"
the_origin_of_the_work_of_art,0,Book,"book,book"
string_theory,0,TV subject,"tv,tv subject"
passover,0,Jewish holiday,
diet_of_worms,0,,
leon_festinger,1,Psychologist,
recess_appointment,0,,
pwyll,0,Deity,"religion,deity"
pineapple,0,Biological Species,
the_open_boat,0,Book,"book,book"
andrea_del_sarto,1,Painting Artist,
henry_purcell,1,Composer,"music,composer"
two_dogmas_of_empiricism,0,Book,"book,book"
violin_concerto_no._4_(paganini),0,Composition,"music,composition"
pierre-auguste_renoir,1,Painting Artist,
simone_de_beauvoir,1,Novelist,
mary_baker_eddy,1,Author,"book,author"
adenosine_triphosphate,0,Chemical Compound,"chemistry,chemical compound"
minnesota,0,US State,"location,us state"
vandals,0,Ethnicity,"people,ethnicity"
geography_of_mozambique,0,,
kurt_koffka,1,Psychologist,
savannah_river,0,River,"geography,river"
george_eliot,1,Novelist,
schwarzschild_metric,0,,
guatemala,0,Country,"location,country"
tuberculosis,0,Disease or medical condition,"medicine,disease"
haiti,0,Country,"location,country"
jimmy_carter,1,US President,"government,us president"
brownian_motion,0,,
alexander_pushkin,0,,
basal_ganglia,0,Brain Structure,"medicine,brain"
formal_charge,0,,
hagar,0,,
london_dispersion_force,0,,
combustion,0,,
robert_k._merton,1,Historian,
the_presentation_of_self_in_everyday_life,0,Book,"book,book"
ishi,1,Man,
sarawak,0,Malaysian state,"location,my state"
positron,0,,
pikes_peak,0,Mountain,"geography,mountain"
the_bostonians,0,Period piece Film,
larynx,0,Anatomical structure,"medicine,anatomical structure"
naphthalene,0,Chemical Compound,"chemistry,chemical compound"
vedas,0,Religious Text,"religion,religious text"
zeno's_paradoxes,0,,
taliesin_west,0,House,"architecture,house"
papyrus,0,,
nutation,0,,
francisco_pizarro,1,Conquistador,
rubisco,0,Protein,"biology,protein"
semele,0,Opera Character,"opera,opera character"
alexander_ii_of_russia,1,Monarch,"royalty,monarch"
louis_althusser,1,Philosopher,
nergal,0,Deity,"religion,deity"
vulcanization,0,Invention,"law,invention"
louis_pasteur,1,Microbiologist,
john_wilkes_booth,1,Actor,
stroop_effect,0,,
hydrochloric_acid,0,Chemical Compound,"chemistry,chemical compound"
t._s._eliot,1,Dramatist,
palladium,0,Metal,
charles_de_gaulle,1,Military Commander,"military,military commander"
antonio_gramsci,1,Philosopher,
kentucky,0,US State,"location,us state"
hyperborea,0,Fictional Setting,"fictional universe,fictional setting"
leprosy,0,Disease or medical condition,"medicine,disease"
greg_graffin,1,Hardcore punk Artist,
kamadeva,0,Deity,"religion,deity"
graphene,0,Invention,"law,invention"
john_quincy_adams,1,US President,"government,us president"
edgar_allan_poe,1,Novelist,
jean_racine,1,Dramatist,
congress_of_berlin,0,,
der_freischutz,0,,
first_battle_of_bull_run,0,Military Conflict,"military,military conflict"
phenotype,0,,
scapula,0,Bone,"medicine,bone"
david_lewis_(philosopher),1,Philosopher,
functional_programming,0,Programming Language Paradigm,"computer,programming language paradigm"
coevolution,0,,
chitin,0,Chemical Compound,"chemistry,chemical compound"
john_hay,1,Statesman,
guayaquil,0,City/Town/Village,"location,citytown"
vitus_bering,1,Deceased Person,"people,deceased person"
rachel_carson,1,Conservationist,
tuscany,0,Italian region,"location,it region"
"mary,_queen_of_scots",1,Monarch,"royalty,monarch"
boiling-point_elevation,0,,
dream_of_the_red_chamber,0,Novel,
wheatstone_bridge,0,Invention,"law,invention"
romeo_and_juliet_(tchaikovsky),0,Books of Play,
alphonse_mucha,1,Painting Artist,
unemployment,0,Quotation Subject,"media common,quotation subject"
graham_greene,1,Novelist,
congo_(bbc_tv_series),0,,
torah,0,Religious Text,"religion,religious text"
francis_crick,1,Physicist,
dopamine,1,Musical Artist,"music,artist"
scattering,0,,
elk,0,Biological Species,
bhutan,0,Country,"location,country"
elm,0,Biological Genus,
monoclonal_antibody,0,Drug class,"medicine,drug class"
children_of_paradise,0,Romance Film,
elf,0,Character Species,"fictional universe,character species"
otto_dix,1,Painting Artist,
sargasso_sea,0,Sea,
kelp,0,Biological Order,
symphony_no._7_(mahler),0,,
alexander_scriabin,1,Composer,"music,composer"
miles_davis,1,Bandleader,
cardinal_mazarin,1,Statesman,
embargo_act_of_1807,0,,
charles_lindbergh,1,Peace activist,
martin_buber,1,Philosopher,
cyclic_adenosine_monophosphate,0,Chemical Compound,"chemistry,chemical compound"
the_carnival_of_the_animals,0,Composition,"music,composition"
e._o._wilson,1,Biologist,
estonian_language,0,Human Language,"language,human language"
conformational_isomerism,0,,
violin_sonata_no._9_(beethoven),0,,
antimatter,1,Person,"people,person"
agatha_christie,1,Novelist,
balearic_islands,0,Island Group,"geography,island group"
the_grapes_of_wrath,0,Novel,
gulf_of_california,0,Gulf,
wars_of_the_roses,0,Military Conflict,"military,military conflict"
iris_(mythology),0,Deity,"religion,deity"
the_closing_of_the_american_mind,0,Book,"book,book"
menopause,0,Disease or medical condition,"medicine,disease"
imprinting_(psychology),0,,
daniel_defoe,1,Novelist,
taiping_rebellion,0,Military Conflict,"military,military conflict"
equation_of_state,0,,
artemisinin,0,Drug,"medicine,drug"
benito_cereno,1,Cartoonist,
bovine_immunodeficiency_virus,0,Biological Species,
genomic_imprinting,0,,
pepin_the_short,1,Monarch,"royalty,monarch"
epiphany_(holiday),0,Holiday,"time,holiday"
just_war_theory,0,,
demarcation_problem,0,,
immune_system,0,Literature Subject,"book,book subject"
battle_of_marathon,0,Military Conflict,"military,military conflict"
ephedrine,0,Drug,"medicine,drug"
symphony_no._6_(beethoven),0,,
helicobacter_pylori,0,Biological Species,
spleen,0,Anatomical structure,"medicine,anatomical structure"
apatosaurus,0,Biological Genus,
sea_of_azov,0,Body Of Water,"geography,body of water"
my_last_duchess,0,Poem,"book,poem"
lorenz_curve,0,,
estonia,0,Country,"location,country"
gauss's_law,0,,
jacques_marquette,1,Author,"book,author"
phoneme,0,,
the_feminine_mystique,0,Sociology Book,
entropy_(statistical_thermodynamics),0,,
annales_school,0,Literary School Or Movement,"book,school or movement"
lake_chad,0,Lake,"geography,lake"
tin,0,Chemical Element,"chemistry,chemical element"
dead_sea,0,,
gershom_scholem,1,Philosopher,
elysium,1,Musical Artist,"music,artist"
turnus,1,Musical Artist,"music,artist"
vyasa,1,Philosopher,
oliver_goldsmith,1,Novelist,
the_death_of_marat,0,Neoclassical Artwork,
skara_brae,0,Tourist attraction,"travel,tourist attraction"
mossbauer_effect,0,,
arthur_schopenhauer,1,Philosopher,
edmond_halley,1,Physicist,
hildegard_of_bingen,1,Philosopher,
plasmon,0,,
reynolds_number,0,,
francis_poulenc,1,Composer,"music,composer"
tollens'_reagent,0,Chemical Compound,"chemistry,chemical compound"
things_fall_apart,0,Novel,
atahualpa,1,Deceased Person,"people,deceased person"
bremsstrahlung,0,,
abbas_kiarostami,1,Film director,"film,director"
frederick_law_olmsted,1,Landscape architect,"architecture,landscape architect"
ulna,0,Anatomical structure,"medicine,anatomical structure"
emperor_penguin,0,Biological Species,
antiferromagnetism,0,,
leonardo_da_vinci,1,Painting Artist,
deirdre,0,,
robert_henri,1,Painting Artist,
philippines,0,Country,"location,country"
abraham_in_islam,0,,
louisiana_purchase,0,Event,"time,event"
bahia,0,Brazilian state,"location,br state"
intertropical_convergence_zone,0,,
ixion,0,,
apology_(plato),0,Book,"book,book"
lake_winnipeg,0,Lake,"geography,lake"
hydrogen_bond,0,Chemical Bond,"chemistry,chemical bond"
golden_calf,0,,
lhasa,0,Chinese prefecture-level city,"location,cn prefecture level city"
vachel_lindsay,1,Author,"book,author"
crab_nebula,0,Nebula,"astronomy,nebula"
gresham's_law,0,,
the_disasters_of_war,0,Artwork,"visual art,artwork"
the_communist_manifesto,0,Political Philosophy Book,
kami,0,,
piezoelectricity,0,Literature Subject,"book,book subject"
antoine_watteau,0,,
lyme_disease,0,Disease or medical condition,"medicine,disease"
dublin,0,,
mauritius,0,Country,"location,country"
glacial_river_warren,0,River,"geography,river"
resonance,0,,
iron_law_of_wages,0,,
bacterial_conjugation,0,,
william_walker_(filibuster),1,Politician,"government,politician"
henry_vii_of_england,1,Monarch,"royalty,monarch"
isle_of_man,0,Country,"location,country"
runes,0,Alphabet,
bayeux_tapestry,0,Literature Subject,"book,book subject"
patch_clamp,0,,
athena,0,Deity,"religion,deity"
ansel_adams,1,Photographer,
edna_st._vincent_millay,1,Dramatist,
villa_savoye,0,International style Structure,
maximum_likelihood,0,,
penobscot_river,0,River,"geography,river"
great_dismal_swamp,0,Location,"location,location"
confucius,1,Philosopher,
amedeo_avogadro,1,Chemist,
world-systems_theory,0,Field of study,"education,field of study"
iodine,0,Chemical Element,
epoxide,0,Chemical Compound,"chemistry,chemical compound"
amazons,0,Fictional Character,"fictional universe,fictional character"
logotherapy,0,,
distillation,0,Invention,"law,invention"
two_concepts_of_liberty,0,Book,"book,book"
andromeda_galaxy,0,Galaxy,"astronomy,galaxy"
stroke,0,Disease or medical condition,"medicine,disease"
pearl_s._buck,1,Novelist,
hydrogen,0,Nonmetal,
osmosis,1,Musical Artist,"music,artist"
edward_thorndike,1,Psychologist,
suez_crisis,0,Military Conflict,"military,military conflict"
dorr_rebellion,0,Military Conflict,"military,military conflict"
henry_walter_bates,1,Composer,"music,composer"
thomas_hunt_morgan,1,Academic,"education,academic"
lev_vygotsky,1,,
chemical_shift,0,,
mikhail_lermontov,1,Novelist,
endymion_(mythology),0,Art Subject,"visual art,art subject"
nernst_equation,0,,
zinc_finger,0,,
vanadium,0,Chemical Element,"chemistry,chemical element"
devi,0,,
a_streetcar_named_desire_(play),0,Play,"theater,play"
the_importance_of_being_earnest,0,Play,"theater,play"
odysseus,0,Film character,"film,film character"
auxin,0,Chemical Classification,"chemistry,chemical classification"
oceanic_feeling,0,,
estuary,0,Geographical feature category,"geography,geographical feature category"
eris_(mythology),0,Deity,"religion,deity"
jawaharlal_nehru,1,Politician,"government,politician"
dance_(nina_girado_song),0,,
peter_and_the_wolf,0,Composition,"music,composition"
apep,0,Deity,"religion,deity"
density_matrix,0,,
beowulf_(hero),0,Film character,"film,film character"
daniel_kahneman,1,Psychologist,
roger_b._taney,0,,
density_functional_theory,0,Award-Winning Work,"award,award winning work"
mantle_plume,0,,
discourse_on_the_method,0,Book,"book,book"
pharynx,0,,
john_calvin,1,Theologian,
wallerian_degeneration,0,Disease or medical condition,"medicine,disease"
tzvetan_todorov,1,Philosopher,
rough_riders,0,,
acetone,0,Chemical Compound,"chemistry,chemical compound"
missouri_compromise,0,Literature Subject,"book,book subject"
advent,0,Holiday Period,"time,holiday period"
william_ewart_gladstone,1,Statesman,
oratorio,0,Composition type,"music,compositional form"
the_age_of_reason,0,,
alexandre_dumas,1,Novelist,
alfred_sisley,1,Painting Artist,
melting_point,0,,
equestrian_statue_of_gattamelata,0,Location,"location,location"
tokugawa_shogunate,0,,
salman_rushdie,1,Novelist,
a_tale_of_two_cities,0,Historical Novel,
benito_juarez,0,,
developmental_biology,0,Field of study,"education,field of study"
the_handmaid's_tale,0,Dystopian Book,
jane_eyre,1,Woman,
isotope,0,,
battle_of_bannockburn,0,Military Conflict,"military,military conflict"
methylation,0,,
fashoda_incident,0,Event,"time,event"
louis_spohr,1,Composer,"music,composer"
solipsism,1,Musical Artist,"music,artist"
de_rerum_natura,0,Book,"book,book"
mohism,0,Religion,"religion,religion"
glucagon,0,Hormone,"medicine,hormone"
henri_rousseau,1,Painting Artist,
dar_es_salaam,0,City/Town/Village,"location,citytown"
reductionism,0,,
cybernetics,0,Field of study,"education,field of study"
ereshkigal,0,Deity,"religion,deity"
henry_wadsworth_longfellow,1,Poet,
lord_byron,0,,
angel_falls,0,Waterfall,"geography,waterfall"
zollverein,0,Organization,"organization,organization"
maxwell's_demon,0,Literature Subject,"book,book subject"
the_school_of_athens,0,Painting Artwork,
hadrian,1,Monarch,"royalty,monarch"
circe,0,Deity,"religion,deity"
monetary_policy,0,Literature Subject,"book,book subject"
oda_nobunaga,1,Daimyo,
nuclear_shell_model,0,Award-Winning Work,"award,award winning work"
mozart_piano_concertos,0,,
science_and_health_with_key_to_the_scriptures,0,Inspirational Book,
tempera,0,Visual Art Medium,"visual art,visual art medium"
eero_saarinen,1,Architect,"architecture,architect"
chattahoochee_river,0,River,"geography,river"
promethium,0,Chemical Element,"chemistry,chemical element"
harun_al-rashid,1,Noble person,"royalty,noble person"
henry_the_navigator,1,Noble person,"royalty,noble person"
iris_(anatomy),0,Anatomical structure,"medicine,anatomical structure"
peasants'_revolt,0,,
parallel_postulate,0,,
edward_hopper,1,Painting Artist,
djoser,1,Monarch,"royalty,monarch"
stanley_milgram,1,Psychologist,
influenza_a_virus,0,Disease cause,"medicine,disease cause"
mindanao,0,Geographical Feature,"geography,geographical feature"
zurvanism,0,,
gideon,1,Prophet,
kidnapped_(novel),0,Historical Novel,
benin,0,Country,"location,country"
percival_lowell,1,Astronomer,"astronomy,astronomer"
malpighian_tubule_system,0,,
farthing_(english_coin),0,,
marcel_duchamp,1,Painting Artist,
virgo_(constellation),0,Constellation,"astronomy,constellation"
the_republic_(plato),0,Inspirational Book,
charles_ives,1,Composer,"music,composer"
nucleolus,0,,
jakarta,0,Indonesian province,"location,id province"
the_phantom_of_the_opera_(1986_musical),0,,
ivanhoe,0,Historical Novel,
panopticon,1,Musical Artist,"music,artist"
dandruff,0,Symptom,"medicine,symptom"
cecrops_i,0,,
joseph_haydn,1,Composer,"music,composer"
ernst_ludwig_kirchner,1,Painting Artist,
the_feast_of_the_gods,0,Italian Renaissance Artwork,
hans-georg_gadamer,1,Philosopher,
book_of_numbers,0,,
turbidity_current,0,,
dowry,0,,
drag_(physics),0,,
yo-yo_ma,1,Classical Artist,
the_garden_of_earthly_delights,0,Painting Artwork,
niagara_falls,0,Waterfall,"geography,waterfall"
small_intestine,0,Anatomical structure,"medicine,anatomical structure"
gary_becker,1,Economist,
john_brown_(abolitionist),1,Author,"book,author"
absolute_zero,0,Literature Subject,"book,book subject"
third_law_of_thermodynamics,0,,
lise_meitner,1,Physicist,
cepheid_variable,0,,
rwanda,0,Country,"location,country"
niels_bohr,0,,
flow_cytometry,0,,
st._bartholomew's_day_massacre,0,Event,"time,event"
anton_webern,1,Composer,"music,composer"
joseph_heller,1,Novelist,
diode,1,Musical Artist,"music,artist"
rubaiyat_of_omar_khayyam,0,,
nauru,0,Country,"location,country"
cortisol,0,,
article_four_of_the_united_states_constitution,0,,
light_in_august,0,Fiction Book,
young's_modulus,0,,
kinetic_energy,0,,
libya,0,Country,"location,country"
jericho,0,City/Town/Village,"location,citytown"
peptidoglycan,0,Chemical Compound,"chemistry,chemical compound"
robinson_annulation,0,,
berry,0,Food,"food,food"
le_havre,0,City/Town/Village,"location,citytown"
gastrulation,0,,
aaron_copland,1,20th century classical Artist,
the_night_watch,0,Dutch Golden Age Artwork,
arius,1,Philosopher,
carl_rogers,1,Psychologist,
quinine,0,Antimalarial Drug,
arecibo_observatory,0,National Register of Historic Places Location,
vilfredo_pareto,1,Economist,
mole_(unit),0,Unit of Amount of Substance,"measurement unit,substance unit"
antoine_lavoisier,1,Chemist,
rub'_al_khali,0,Geographical Feature,"geography,geographical feature"
kaon,0,Invention,"law,invention"
riboswitch,0,,
liar_paradox,0,,
equilibrium_constant,0,,
la_cenerentola,0,Opera,"opera,opera"
rudolf_carnap,1,Philosopher,
octahedral_molecular_geometry,0,,
simple_harmonic_motion,0,,
bonampak,0,Location,"location,location"
book_of_exodus,0,Religious Text,
author,0,Profession,"people,profession"
ethiopia,0,Country,"location,country"
rear_window,0,Thriller Film,
fugitive_slave_laws,0,,
helen_(play),0,Book,"book,book"
null_hypothesis,0,,
john_b._watson,1,Psychologist,
doppler_effect,0,,
sikhism,0,Religion,"religion,religion"
albert_ellis,1,Psychologist,
electromagnetism,0,Literature Subject,"book,book subject"
eucalyptus,0,Biological Genus,
pennsylvania,0,US State,"location,us state"
the_tempest_(giorgione),0,Artwork,"visual art,artwork"
sherman_antitrust_act,0,,
d._h._lawrence,1,Novelist,
golden_stool,0,,
brisbane,0,City/Town/Village,"location,citytown"
valmiki,1,Author,"book,author"
the_sun_also_rises,0,Novel,
karlheinz_stockhausen,1,Musique concrète Artist,
ceres_(dwarf_planet),0,,
napoleon_iii,1,Noble person,"royalty,noble person"
star_formation,0,,
empiricism,0,,
the_guide_for_the_perplexed,0,Written Work,"book,written work"
cesare_beccaria,1,Philosopher,
giffen_good,0,,
henry_cavendish,1,Physicist,
holy_grail,0,Film subject,"film,film subject"
inflation,0,Quotation Subject,"media common,quotation subject"
edwin_arlington_robinson,1,Dramatist,
parity_(physics),0,,
barnett_newman,1,Painting Artist,
j._l._austin,1,Philosopher,
salem_witch_trials,0,Event,"time,event"
molly_maguires,0,Organization,"organization,organization"
kubla_khan,0,Poem,"book,poem"
a_shropshire_lad,0,Poetry Book,
fatwa,0,,
manuel_puig,1,Novelist,
thutmose_i,1,Monarch,"royalty,monarch"
