Answer,Description,Specific Type,General Type
hart_crane,"Harold Hart Crane was an American poet. Finding both inspiration and provocation in the poetry of T. S. Eliot, Crane wrote modernist poetry that was difficult, highly stylized, and ambitious in its scope. In his most ambitious work, The Bridge, Crane sought to write an epic poem, in the vein of The Waste Land, that expressed a more optimistic view of modern, urban culture than the one that he found in Eliot's work. In the years following his suicide at the age of 32, Crane has been hailed by playwrights, poets, and literary critics alike, as being one of the most influential poets of his generation.",Poet,"m,05z96"
francis_xavier,"Francis Xavier, SJ, born Francisco de Jasso y Azpilicueta, was a Roman Catholic missionary born in Xavier, Kingdom of Navarre, and co-founder of the Society of Jesus. He was a study companion of St. Ignatius of Loyola and one of the first seven Jesuits who took vows of poverty and chastity at Montmartre, in 1534. He led an extensive mission into Asia, mainly in the Portuguese Empire of the time. He was influential in evangelization work most notably in India. He also ventured into Japan, Borneo, the Maluku Islands, and other areas which had, until then, not been visited by Christian missionaries. In these areas, being a pioneer and struggling to learn the local languages in the face of opposition, he had less success than he had enjoyed in India. It was a goal of Xavier to extend his missionary preaching to China but he died in Shangchuan Island shortly before doing so.
St. Francis Xavier was beatified by Paul V on 25 October 1619, and was canonized by Gregory XV on 12 March 1622. In 1624 he was made co-patron of Navarre alongside Santiago. He is considered to be one of the greatest missionaries since St. Paul.",Organization founder,"organization,organization founder"
martin_van_buren,"Martin Van Buren was the eighth President of the United States. Before his presidency, he was the eighth Vice President and the tenth secretary of state, both under Andrew Jackson.
Only about 5 feet, 6 inches tall, but trim and erect, Martin Van Buren dressed fastidiously. Van Buren was a key organizer of the Democratic Party, a dominant figure in the Second Party System, and the first president not of British or Irish descent—his family was Dutch. He was the first president to have been born a United States citizen, since all of his predecessors were born British subjects before the American Revolution. He is the first president not to have spoken English as a first language, having spoken only Dutch growing up.
As Andrew Jackson's Secretary of State and then Vice President, Van Buren was a key figure in building the organizational structure for Jacksonian democracy, particularly in New York. As president, he did not want the United States to annex Texas, an act which John Tyler would achieve eight years after Van Buren's initial rejection. Between the bloodless Aroostook War and the Caroline Affair, relations with Britain and its colonies in Canada also proved to be strained.",US President,"government,us president"
octavio_paz,"Octavio Paz Lozano was a Mexican poet-diplomat and writer. For his body of work, he was awarded the 1981 Miguel de Cervantes Prize, the 1982 Neustadt International Prize for Literature and the 1990 Nobel Prize in Literature.",Diplomat,"m,080ntlp"
artemisia_gentileschi,"Artemisia Gentileschi was an Italian Baroque painter, today considered one of the most accomplished painters in the generation following that of Caravaggio. In an era when women painters were not easily accepted by the artistic community or patrons, she was the first woman to become a member of the Accademia di Arte del Disegno in Florence.
She painted many pictures of strong and suffering women from myth and the Bible – victims, suicides, warriors – and made it her specialty to paint the Judith story. Her best-known work is Judith Slaying Holofernes, which ""shows the decapitation of Holofernes, a scene of horrific struggle and blood-letting"". That she was a woman painting in the seventeenth century and that she was raped and participated in prosecuting the rapist, long overshadowed her achievements as an artist. For many years she was regarded as a curiosity. Today she is regarded as one of the most progressive and expressionist painters of her generation.",Painting Artist,"m,05qdh"
johann_sebastian_bach,"Johann Sebastian Bach was a German composer and musician of the Baroque period. He enriched established German styles through his skill in counterpoint, harmonic and motivic organisation, and the adaptation of rhythms, forms, and textures from abroad, particularly from Italy and France. Bach's compositions include the Brandenburg Concertos, the Goldberg Variations, the Mass in B minor, two Passions, and hundreds of cantatas. His music is revered for its technical command, artistic beauty, and intellectual depth.
Bach was born in Eisenach, Saxe-Eisenach, into a great musical family. His father, Johann Ambrosius Bach, was the director of the town musicians, and all of his uncles were professional musicians. His father probably taught him to play the violin and harpsichord, and his brother, Johann Christoph Bach, taught him the clavichord and exposed him to much contemporary music. Apparently at his own initiative, Bach attended St. Michael's School in Lüneburg for two years. After graduating he held several musical posts across Germany: he served as Kapellmeister to Leopold, Prince of Anhalt-Köthen, Cantor of the Thomasschule in Leipzig, and Royal Court Composer to Augustus III.",Composer,"music,composer"
dante_gabriel_rossetti,"Dante Gabriel Rossetti was an English poet, illustrator, painter and translator. He founded the Pre-Raphaelite Brotherhood in 1848 with William Holman Hunt and John Everett Millais, and was later to be the main inspiration for a second generation of artists and writers influenced by the movement, most notably William Morris and Edward Burne-Jones. His work also influenced the European Symbolists and was a major precursor of the Aesthetic movement.
Rossetti's art was characterised by its sensuality and its medieval revivalism. His early poetry was influenced by John Keats. His later poetry was characterised by the complex interlinking of thought and feeling, especially in his sonnet sequence The House of Life. Poetry and image are closely entwined in Rossetti's work; he frequently wrote sonnets to accompany his pictures, spanning from The Girlhood of Mary Virgin and Astarte Syriaca, while also creating art to illustrate poems such as ""Goblin Market"" by the celebrated poet Christina Rossetti, his sister.
Rossetti's personal life was closely linked to his work, especially his relationships with his models and muses Elizabeth Siddal, Fanny Cornforth and Jane Morris.",Painting Artist,"m,05qdh"
giacomo_puccini,"Giacomo Antonio Domenico Michele Secondo Maria Puccini was an Italian composer whose operas are among the important operas played as standards.
Puccini has been called ""the greatest composer of Italian opera after Verdi"". While his early work was rooted in traditional late-19th-century romantic Italian opera, he successfully developed his work in the realistic verismo style, of which he became one of the leading exponents.",Opera Artist,"m,05lls"
a._a._milne,"Alan Alexander Milne was an English author, best known for his books about the teddy bear Winnie-the-Pooh and for various children's poems. Milne was a noted writer, primarily as a playwright, before the huge success of Pooh overshadowed all his previous work.",Novelist,"m,02xhgwq"
calvin_coolidge,"John Calvin Coolidge, Jr. was the 30th President of the United States. A Republican lawyer from Vermont, Coolidge worked his way up the ladder of Massachusetts state politics, eventually becoming governor of that state. His response to the Boston Police Strike of 1919 thrust him into the national spotlight and gave him a reputation as a man of decisive action. Soon after, he was elected as the 29th Vice President in 1920 and succeeded to the Presidency upon the sudden death of Warren G. Harding in 1923. Elected in his own right in 1924, he gained a reputation as a small-government conservative, and also as a man who said very little.
Coolidge restored public confidence in the White House after the scandals of his predecessor's administration, and left office with considerable popularity. As a Coolidge biographer put it, ""He embodied the spirit and hopes of the middle class, could interpret their longings and express their opinions. That he did represent the genius of the average is the most convincing proof of his strength."" Some later criticized Coolidge as part of a general disapproval of laissez-faire government.",US President,"government,us president"
giotto,"Giotto di Bondone, known as Giotto, was an Italian painter and architect from Florence in the late Middle Ages. He is generally considered the first in a line of great artists who contributed to the Italian Renaissance.
Giotto's contemporary, the banker and chronicler Giovanni Villani, wrote that Giotto was ""the most sovereign master of painting in his time, who drew all his figures and their postures according to nature. And he was given a salary by the Comune of Florence in virtue of his talent and excellence.""
The late-16th century biographer Giorgio Vasari describes Giotto as making a decisive break with the prevalent Byzantine style and as initiating ""the great art of painting as we know it today, introducing the technique of drawing accurately from life, which had been neglected for more than two hundred years.""
Giotto's masterwork is the decoration of the Scrovegni Chapel in Padua, also known as the Arena Chapel, completed around 1305. This fresco cycle depicts the life of the Virgin and the life of Christ. It is regarded as one of the supreme masterpieces of the Early Renaissance.",Painting Artist,"m,05qdh"
gilbert_n._lewis,"Gilbert Newton Lewis ForMemRS was an American physical chemist known for the discovery of the covalent bond and his concept of electron pairs; his Lewis dot structures and other contributions to valence bond theory have shaped modern theories of chemical bonding. Lewis successfully contributed to thermodynamics, photochemistry, and isotope separation, and is also known for his concept of acids and bases.
G. N. Lewis was born in 1875 in Weymouth, Massachusetts. After receiving his PhD in chemistry from Harvard University and studying abroad in Germany and the Philippines, Lewis moved to California to teach chemistry at the University of California, Berkeley. Several years later, he became the Dean of the college of Chemistry at Berkeley, where he spent the rest of his life. As a professor, he incorporated thermodynamic principles into the chemistry curriculum and reformed chemical thermodynamics in a mathematically rigorous manner accessible to ordinary chemists. He began measuring the free energy values related to several chemical processes, both organic and inorganic.",Chemist,"m,01pxg"
jerome,"Saint Jerome was an Illyrian Latin Christian priest, confessor, theologian and historian, who also became a Doctor of the Church. He was the son of Eusebius, of the city of Stridon, on the border of Dalmatia and Pannonia. He is best known for his translation of the Bible into Latin, and his commentaries on the Gospel of the Hebrews. His list of writings is extensive.
He is recognised as a saint by the Catholic Church, the Eastern Orthodox Church, the Lutheran Church, and the Church of England. Jerome is commemorated on 30 September with a memorial.",Religious Leader,"religion,religious leader"
aaron,"In the Hebrew Bible and the Quran, Aaron was the older brother of Moses, a prophet of God. Unlike Moses who grew up in the Egyptian royal court, Aaron and his sister Miriam remained with their kinsmen in the eastern border-land of Egypt. When Moses first confronted the Egyptian king about the Israelites, Aaron served as his brother's spokesman to Pharaoh. Part of the Law that Moses received from God at Sinai granted Aaron the priesthood for himself and his male descendants, and he became the first High Priest of the Israelites. Various dates for his life have been proposed, ranging from approximately 1600 to 1200 BC. Aaron died before the Israelites crossed the Jordan river and he was buried on Mount Hor Aaron is also mentioned in the New Testament of the Bible.",Prophet,"m,066dv"
arthur_laffer,"Arthur Betz Laffer is an American economist who first gained prominence during the Reagan administration as a member of Reagan's Economic Policy Advisory Board. Laffer is best known for the Laffer curve, an illustration of the theory that there exists some tax rate between 0% and 100% that will result in maximum tax revenue for governments. He is the author and co-author of many books and newspaper articles, including Supply Side Economics: Financial Decision-Making for the 80s. Laffer is Policy Co-Chairman of the Free Enterprise Fund and serves on the ""Board of Scholars"" of the American Legislative Exchange Council.",Economist,"m,0frz0"
frank_gehry,"Frank Owen Gehry, CC is a Canadian-American Pritzker Prize-winning architect based in Los Angeles.
A number of his buildings, including his private residence, have become world-renowned tourist attractions. His works are cited as being among the most important works of contemporary architecture in the 2010 World Architecture Survey, which led Vanity Fair to label him as ""the most important architect of our age"".
Gehry's best-known works include the titanium-clad Guggenheim Museum in Bilbao, Spain; Walt Disney Concert Hall in downtown Los Angeles; Louis Vuitton Foundation in Paris, France; MIT Ray and Maria Stata Center in Cambridge, Massachusetts; The Vontz Center for Molecular Studies on the University of Cincinnati campus; Experience Music Project in Seattle; New World Center in Miami Beach; Weisman Art Museum in Minneapolis; Dancing House in Prague; the Vitra Design Museum and the museum MARTa Herford in Germany; the Art Gallery of Ontario in Toronto; the Cinémathèque française in Paris; and 8 Spruce Street in New York City.",Architect,"architecture,architect"
marc_chagall,"Marc Zakharovich Chagall was a Russian-French artist. Art critic Robert Hughes referred to Chagall as ""the quintessential Jewish artist of the twentieth century"". An early modernist, he was associated with several major artistic styles and created works in virtually every artistic medium, including painting, book illustrations, stained glass, stage sets, ceramic, tapestries and fine art prints.
According to art historian Michael J. Lewis, Chagall was considered to be ""the last survivor of the first generation of European modernists"". For decades, he ""had also been respected as the world's preeminent Jewish artist"". Using the medium of stained glass, he produced windows for the cathedrals of Reims and Metz, windows for the UN, and the Jerusalem Windows in Israel. He also did large-scale paintings, including part of the ceiling of the Paris Opéra.
Before World War I, he traveled between St. Petersburg, Paris, and Berlin. During this period he created his own mixture and style of modern art based on his idea of Eastern European Jewish folk culture.",Painting Artist,"m,05qdh"
geoffrey_chaucer,"Geoffrey Chaucer, known as the Father of English literature, is widely considered the greatest English poet of the Middle Ages and was the first poet to be buried in Poet's Corner of Westminster Abbey. While he achieved fame during his lifetime as an author, philosopher, alchemist and astronomer, composing a scientific treatise on the astrolabe for his ten year-old son Lewis, Chaucer also maintained an active career in the civil service as a bureaucrat, courtier and diplomat. Among his many works, which include The Book of the Duchess, the House of Fame, the Legend of Good Women and Troilus and Criseyde, he is best known today for The Canterbury Tales. Chaucer is a crucial figure in developing the legitimacy of the vernacular, Middle English, at a time when the dominant literary languages in England were French and Latin.",Philosopher,"m,02h6fbs"
c._wright_mills,"Charles Wright Mills was an American sociologist, and a professor of sociology at Columbia University from 1946 until his death in 1962. Mills was published widely in popular and intellectual journals, and is remembered for several books, among them The Power Elite, which introduced that term and describes the relationships and class alliances among the U.S. political, military, and economic elites; White Collar, on the American middle class; and The Sociological Imagination, where Mills proposes the proper relationship in sociological scholarship between biography and history.
Mills was concerned with the responsibilities of intellectuals in post-World War II society, and advocated public and political engagement over uninterested observation. Mills' biographer, Daniel Geary, writes that his writings had a ""particularly significant impact on New Left social movements of the 1960s."" In fact, Mills popularized the term ""New Left"" in the U.S. in a 1960 open letter, Letter to the New Left.",Sociologist,"m,02kdt7j"
charles_i_of_england,"Charles I was monarch of the three kingdoms of England, Scotland, and Ireland from 27 March 1625 until his execution in 1649.
Charles was the second son of King James VI of Scotland, but after his father inherited the English throne in 1603, he moved to England, where he spent much of the rest of his life. He became heir apparent to the English, Irish and Scottish thrones on the death of his elder brother, Henry Frederick, Prince of Wales, in 1612. An unsuccessful and unpopular attempt to marry him to a Spanish Habsburg princess culminated in an eight-month visit to Spain in 1623 that demonstrated the futility of the marriage negotiations. Two years later he married the Bourbon princess Henrietta Maria of France instead.
After his succession, Charles quarrelled with the Parliament of England, which sought to curb his royal prerogative. Charles believed in the divine right of kings and thought he could govern according to his own conscience. Many of his subjects opposed his policies, in particular the levying of taxes without parliamentary consent, and perceived his actions as those of a tyrannical absolute monarch.",Monarch,"royalty,monarch"
thomas_reid,"Thomas Reid FRSE was a religiously trained Scottish philosopher, a contemporary of David Hume as well as ""Hume's earliest and fiercest critic."" He was the founder of the Scottish School of Common Sense and played an integral role in the Scottish Enlightenment. The early part of his life was spent in Aberdeen and he graduated from the University of Aberdeen. He began his career as a Minister of the Church of Scotland but ceased to be a Minister when he was given a professorship at King's College, Aberdeen in 1752. He obtained his doctorate and wrote An Inquiry Into the Human Mind on the Principles of Common Sense. He and his colleagues founded the 'Aberdeen Philosophical Society' which was popularly known as the 'Wise Club'. Shortly after the publication of his first book, he was given the prestigious Professorship of Moral Philosophy at the University of Glasgow when he was called to replace Adam Smith. He resigned from this position in 1781, after which he prepared his university lectures for publication in two books: Essays on the Intellectual Powers of Man and Essays on the Active Powers of the Human Mind.",Philosopher,"m,02h6fbs"
herbie_hancock,"Herbert Jeffrey ""Herbie"" Hancock is an American pianist, keyboardist, bandleader and composer. As part of Miles Davis's Second Great Quintet, Hancock helped to redefine the role of a jazz rhythm section and was one of the primary architects of the ""post-bop"" sound. He was one of the first jazz musicians to embrace synthesizers and funk music. Hancock's music is often melodic and accessible; he has had many songs ""cross over"" and achieved success among pop audiences. His music embraces elements of funk and soul while adopting freer stylistic elements from jazz. In his jazz improvisation, he possesses a unique creative blend of jazz, blues, and modern classical music, with harmonic stylings much like the styles of Claude Debussy and Maurice Ravel.
Hancock's best-known solo works include ""Cantaloupe Island"", ""Watermelon Man"", ""Maiden Voyage"", ""Chameleon"", and the singles ""I Thought It Was You"" and ""Rockit"". His 2007 tribute album River: The Joni Letters won the 2008 Grammy Award for Album of the Year, only the second jazz album ever to win the award, after Getz/Gilberto in 1965.",Jazz fusion Artist,"m,01fh36"
raphael_(archangel),"Raphael is an archangel of Judaism, Islam and Christianity, who in the Christian tradition performs all manners of healing. In Islam, Raphael is the fourth major angel; in Muslim tradition, he is known as Israfil. Raphael is mentioned in the Book of Tobit, which is accepted as canonical by Catholics, Orthodox, and some Anglo-Catholics, and as useful for public teaching by Lutherans and Anglicans. Raphael is generally associated with the angel mentioned in the Gospel of John as stirring the water at the healing pool of Bethesda. Raphael is also an angel in Mormonism, as he is briefly mentioned in the Doctrine and Covenants.",,
albert_schweitzer,"Albert Schweitzer, OM was a German—and later French—theologian, organist, philosopher, physician, and medical missionary in Africa, also known for his interpretive life of Jesus. He was born in the province of Alsace-Lorraine, at that time part of the German Empire, considered himself French and wrote mostly in French. Schweitzer, a Lutheran, challenged both the secular view of Jesus as depicted by historical-critical methodology current at his time in certain academic circles, as well as the traditional Christian view.
He received the 1952 Nobel Peace Prize for his philosophy of ""Reverence for Life"", expressed in many ways, but most famously in founding and sustaining the Albert Schweitzer Hospital in Lambaréné, now in Gabon, west central Africa. As a music scholar and organist, he studied the music of German composer Johann Sebastian Bach and influenced the Organ reform movement.",Philosopher,"m,02h6fbs"
wilhelm_wundt,"Wilhelm Maximilian Wundt was a German physician, physiologist, philosopher, and professor, known today as one of the founding figures of modern psychology. Wundt, who noted psychology as a science apart from biology and philosophy, was the first person to ever call himself a Psychologist. He is widely regarded as the ""father of experimental psychology"". In 1879, Wundt founded the first formal laboratory for psychological research at the University of Leipzig. This marked psychology as an independent field of study.
By creating this laboratory he was able to explore the nature of religious beliefs, identify mental disorders and abnormal behavior, and find damaged parts of the brain. In doing so, he was able to establish psychology as a separate science from other topics. He also formed the first journal for psychological research in the year 1881.",Psychologist,"m,0jgxn"
e._e._cummings,"Edward Estlin Cummings, known as E. E. Cummings, with the abbreviated form of his name often written by others in lowercase letters as e e cummings, was an American poet, painter, essayist, author, and playwright. His body of work encompasses approximately 2,900 poems, two autobiographical novels, four plays and several essays, as well as numerous drawings and paintings. He is remembered as an eminent voice of 20th century English literature.",Dramatist,"m,02hv44 "
charles-valentin_alkan,"Charles-Valentin Alkan was a French composer and pianist. At the height of his fame in the 1830s and 1840s he was, alongside his friends and colleagues Frédéric Chopin and Franz Liszt, among the leading virtuoso pianists in Paris, a city in which he spent virtually his entire life.
Alkan earned many awards at the Conservatoire de Paris, which he entered before he was six. His career in the salons and concert halls of Paris was marked by his occasional long withdrawals from public performance, for personal reasons. Although he had a wide circle of friends and acquaintances in the Parisian artistic world, including Eugène Delacroix and George Sand, from 1848 he began to adopt a reclusive life style, while continuing with his compositions, virtually all of which are for the keyboard. During this period he published, among other works, his collections of large-scale studies in all the major keys and all the minor keys. The latter includes his Symphony for Solo Piano and Concerto for Solo Piano, which are often considered among his masterpieces and are of great musical and technical complexity.",Composer,"music,composer"
giuseppe_verdi,"Giuseppe Fortunino Francesco Verdi was an Italian Romantic composer primarily known for his operas. He is considered, together with Richard Wagner, the preeminent opera composer of the nineteenth century.
Verdi dominated the Italian opera scene after the eras of Bellini, Donizetti and Rossini. His works are frequently performed in opera houses throughout the world and, transcending the boundaries of the genre, some of his themes have long since taken root in popular culture, as ""La donna è mobile"" from Rigoletto, ""Libiamo ne' lieti calici"" from La traviata, ""Va, pensiero"" from Nabucco, the ""Coro di zingari"" from Il trovatore and the ""Grand March"" from Aida.
Moved by the death of compatriot Alessandro Manzoni, Verdi wrote Messa da Requiem in 1874 in Manzoni's honour, a work now regarded as a masterpiece of the oratorio tradition and a testimony to his capacity outside the field of opera. Visionary and politically engaged, he remains – alongside Garibaldi and Cavour – an emblematic figure of the reunification process of the Italian peninsula.",Composer,"music,composer"
j._r._r._tolkien,"John Ronald Reuel Tolkien, CBE was an English writer, poet, philologist, and university professor, best known as the author of the classic high fantasy works The Hobbit, The Lord of the Rings, and The Silmarillion.
He served as the Rawlinson and Bosworth Professor of Anglo-Saxon and Fellow of Pembroke College, Oxford, from 1925 to 1945 and Merton Professor of English Language and Literature and Fellow of Merton College, Oxford from 1945 to 1959. He was at one time a close friend of C. S. Lewis—they were both members of the informal literary discussion group known as the Inklings. Tolkien was appointed a Commander of the Order of the British Empire by Queen Elizabeth II on 28 March 1972.
After Tolkien's death, his son Christopher published a series of works based on his father's extensive notes and unpublished manuscripts, including The Silmarillion. These, together with The Hobbit and The Lord of the Rings form a connected body of tales, poems, fictional histories, invented languages, and literary essays about a fantasy world called Arda, and Middle-earth within it. Between 1951 and 1955, Tolkien applied the term legendarium to the larger part of these writings.",Writer,"m,0cbd2"
milton_friedman,"Milton Friedman was an American economist, statistician, and writer who taught at the University of Chicago for more than three decades. He was a recipient of the 1976 Nobel Prize in Economic Sciences, and is known for his research on consumption analysis, monetary history and theory, and the complexity of stabilization policy. As a leader of the Chicago school of economics, he profoundly influenced the research agenda of the economics profession. A survey of economists ranked Friedman as the second most popular economist of the twentieth century after John Maynard Keynes, and The Economist described him as ""the most influential economist of the second half of the 20th century ... possibly of all of it.""
Friedman's challenges to what he later called ""naive Keynesian"" theory began with his 1950s reinterpretation of the consumption function, and he became the main advocate opposing Keynesian government policies. In the late 1960s, he described his own approach as using ""Keynesian language and apparatus"" yet rejecting its ""initial"" conclusions.
During the 1960s, he promoted an alternative macroeconomic policy known as ""monetarism"".",Economist,"m,0frz0"
samuel_von_pufendorf,"Baron Samuel von Pufendorf was a German jurist, political philosopher, economist, statesman, and historian. His name was just Samuel Pufendorf until he was ennobled in 1684; he was made a Freiherr a few months before his death at age 62 in 1694. Among his achievements are his commentaries and revisions of the natural law theories of Thomas Hobbes and Hugo Grotius.",Philosopher,"m,02h6fbs"
jean_genet,"Jean Genet was a prominent and controversial French novelist, playwright, poet, essayist, and political activist. Early in his life he was a vagabond and petty criminal, but later took to writing. His major works include the novels Querelle of Brest, The Thief's Journal, and Our Lady of the Flowers, and the plays The Balcony, The Blacks, The Maids and The Screens.",Novelist,"m,02xhgwq"
hilary_putnam,"Hilary Whitehall Putnam is an American philosopher, mathematician, and computer scientist who has been a central figure in analytic philosophy since the 1960s, especially in philosophy of mind, philosophy of language, philosophy of mathematics, and philosophy of science. He is known for his willingness to apply an equal degree of scrutiny to his own philosophical positions as to those of others, subjecting each position to rigorous analysis until he exposes its flaws. As a result, he has acquired a reputation for frequently changing his own position. Putnam is currently Cogan University Professor Emeritus at Harvard University.
In philosophy of mind, Putnam is known for his argument against the type-identity of mental and physical states based on his hypothesis of the multiple realizability of the mental, and for the concept of functionalism, an influential theory regarding the mind–body problem. In philosophy of language, along with Saul Kripke and others, he developed the causal theory of reference, and formulated an original theory of meaning, inventing the notion of semantic externalism based on a famous thought experiment called Twin Earth.",Philosopher,"m,02h6fbs"
tennessee_williams,"Thomas Lanier ""Tennessee"" Williams III was an American playwright and author of many stage classics.
After years of obscurity, he became suddenly famous with The Glass Menagerie, closely reflecting his own unhappy family background. This heralded a string of successes, including A Streetcar Named Desire, Cat on a Hot Tin Roof, Orpheus Descending, and Sweet Bird of Youth. His later work attempted a new style that did not appeal to audiences, and alcohol and drug dependence further inhibited his creative output.
Williams adapted much of his best work for the cinema, and also wrote short stories, poetry, essays and a volume of memoirs. In 1979, four years before his death, he was inducted into the American Theater Hall of Fame.",Dramatist,"m,02hv44 "
margaret_sanger,"Margaret Higgins Sanger was an American birth control activist, sex educator, and nurse. Sanger popularized the term birth control, opened the first birth control clinic in the United States, and established organizations that evolved into the Planned Parenthood Federation of America. Sanger's efforts contributed to several judicial cases that helped legalize contraception in the United States. Sanger is a frequent target of criticism by opponents of birth control and has also been criticized for supporting eugenics, but remains an iconic figure in the American reproductive rights movement.
In 1916, Sanger opened the first birth control clinic in the United States, which led to her arrest for distributing information on contraception. Her subsequent trial and appeal generated enormous support for her cause. Sanger felt that in order for women to have a more equal footing in society and to lead healthier lives, they needed to be able to determine when to bear children. She also wanted to prevent unsafe abortions, so-called back-alley abortions, which were common at the time because abortions were usually illegal.",Nurse,"m,0fczf"
ayn_rand,"Ayn Rand was a Russian-American novelist, philosopher, playwright, and screenwriter. She is known for her two best-selling novels, The Fountainhead and Atlas Shrugged, and for developing a philosophical system she called Objectivism. Born and educated in Russia, Rand moved to the United States in 1926. She had a play produced on Broadway in 1935–1936. After two early novels that were initially unsuccessful in America, she achieved fame with her 1943 novel, The Fountainhead.
In 1957, she published her best-known work, the novel Atlas Shrugged. Afterward, she turned to non-fiction to promote her philosophy, publishing her own magazines and releasing several collections of essays until her death in 1982. Rand advocated reason as the only means of acquiring knowledge and rejected faith and religion. She supported rational and ethical egoism, and rejected altruism. In politics, she condemned the initiation of force as immoral and opposed collectivism and statism as well as anarchism, instead supporting laissez-faire capitalism, which she defined as the system based on recognizing individual rights. In art, Rand promoted romantic realism.",Novelist,"m,02xhgwq"
carl_jung,"Carl Gustav Jung, often referred to as C. G. Jung, was a Swiss psychiatrist and psychotherapist who founded analytical psychology. Jung proposed and developed the concepts of extraversion and introversion; archetypes, and the collective unconscious. His work has been influential in psychiatry and in the study of religion, philosophy, archeology, anthropology, literature, and related fields. He was a prolific writer, though many of his works were not published until after his death.
The central concept of analytical psychology is individuation—the psychological process of integrating the opposites, including the conscious with the unconscious, while still maintaining their relative autonomy. Jung considered individuation to be the central process of human development.
Jung created some of the best known psychological concepts, including the archetype, the collective unconscious, the complex, and synchronicity. The Myers-Briggs Type Indicator, a popular psychometric instrument, was developed from Jung's theory of psychological types.
Jung saw the human psyche as ""by nature religious"" and made this religiousness the focus of his explorations.",Philosopher,"m,02h6fbs"
hans_holbein_the_younger,"Hans Holbein the Younger was a German artist and printmaker who worked in a Northern Renaissance style. He is best known as one of the greatest portraitists of the 16th century. He also produced religious art, satire, and Reformation propaganda, and made a significant contribution to the history of book design. He is called ""the Younger"" to distinguish him from his father, Hans Holbein the Elder, an accomplished painter of the Late Gothic school.
Born in Augsburg, Holbein worked mainly in Basel as a young artist. At first he painted murals and religious works and designed for stained glass windows and printed books. He also painted the occasional portrait, making his international mark with portraits of the humanist Desiderius Erasmus of Rotterdam. When the Reformation reached Basel, Holbein worked for reformist clients while continuing to serve traditional religious patrons. His Late Gothic style was enriched by artistic trends in Italy, France, and the Netherlands, as well as by Renaissance Humanism. The result was a combined aesthetic uniquely his own.
Holbein travelled to England in 1526 in search of work, with a recommendation from Erasmus.",Painting Artist,"m,05qdh"
moab,Moab is the son of Lot.,Man,"m,05zppz"
esau,"Esau, in the Jewish Bible, is the older son of Isaac. He is mentioned in the Book of Genesis, and by the prophets, Obadiah and Malachi. The New Testament of the Christian Bible alludes to him in St Paul's Letter to the Romans and in the Letter to the Hebrews.
Esau is the progenitor of the Edomites and the elder twin brother of Jacob, the patriarch of the Israelites. Esau and Jacob were the sons of Isaac and Rebekah, and the grandsons of Abraham and Sarah. Of the twins, Esau was the first to be born with Jacob following, holding his heel. Isaac was sixty years old and Rebekah is believed to have been younger when the boys were born. The grandfather Abraham was still alive, being 160 years old at that time.
Esau, a ""man of the field"" became a hunter who had ""rough"" qualities that distinguished him from his twin brother. Jacob was a shy or simple man, depending on the translation of the Hebrew word ""Tam"". Throughout Genesis, Esau is frequently shown as being supplanted by his younger twin Jacob.",Man,"m,05zppz"
jack_kerouac,"Jack Kerouac was an American novelist and poet of French-Canadian heritage. He is considered a literary iconoclast and, alongside William S. Burroughs and Allen Ginsberg, a pioneer of the Beat Generation. Kerouac is recognized for his method of spontaneous prose. Thematically, his work covers topics such as Catholic spirituality, jazz, promiscuity, Buddhism, drugs, poverty, and travel. He became an underground celebrity and, with other beats, a progenitor of the hippie movement, although he remained antagonistic toward some of its politically radical elements.
In 1969, at age 47, Kerouac died from internal bleeding due to long-term alcohol abuse. Since his death Kerouac's literary prestige has grown and several previously unseen works have been published. All of his books are in print today, among them: The Town and the City, On the Road, Doctor Sax, The Dharma Bums, Mexico City Blues, The Subterraneans, Desolation Angels, Visions of Cody, The Sea Is My Brother, and Big Sur.",Novelist,"m,02xhgwq"
giovanni_schiaparelli,Giovanni Virginio Schiaparelli was an Italian astronomer and science historian.,Astronomer,"astronomy,astronomer"
ralph_ellison,"Ralph Waldo Ellison was an American novelist, literary critic, scholar and writer. He was born in Oklahoma City, Oklahoma. Ellison is best known for his novel Invisible Man, which won the National Book Award in 1953. He also wrote Shadow and Act, a collection of political, social and critical essays, and Going to the Territory.",Novelist,"m,02xhgwq"
james_monroe,"James Monroe was the fifth President of the United States. Monroe was the last president who was a Founding Father of the United States and the last president from the Virginia dynasty and the Republican Generation. He was of French and Scottish descent. Born in Westmoreland County, Virginia, Monroe was of the planter class and fought in the American Revolutionary War. He was wounded in the Battle of Trenton with a musket ball to his shoulder. After studying law under Thomas Jefferson from 1780 to 1783, he served as a delegate in the Continental Congress. As an anti-federalist delegate to the Virginia convention that considered ratification of the United States Constitution, Monroe opposed ratification, claiming it gave too much power to the central government. He took an active part in the new government, and in 1790 he was elected to the Senate of the first United States Congress, where he joined the Jeffersonians. He gained experience as an executive as the Governor of Virginia and rose to national prominence as a diplomat in France, when he helped negotiate the Louisiana Purchase in 1803.",US President,"government,us president"
