search,found,file num
runes,Runes,435
eric_whitacre,Eric Whitacre,435
the_road_to_serfdom,The Road to Serfdom,436
hermann_emil_fischer,Hermann Emil Fischer,436
nature_(essay),Nature (essay),436
santa_fe_trail,Santa Fe Trail,436
rosh_chodesh,Rosh Chodesh,437
anselm_kiefer,Anselm Kiefer,438
pierre_puget,Pierre Puget,438
thomism,Thomism,438
the_ambassadors,The Ambassadors,438
hard_times,Hard Times,439
glueball,Glueball,440
notes_from_underground,Notes from Underground,441
transition_state,Transition state,441
balder_(comics),Balder (comics),442
pleiades_(greek_mythology),Pleiades (Greek mythology),442
"anarchy,_state,_and_utopia","Anarchy, State, and Utopia",442
afternoon_of_a_faun_(nijinsky),Afternoon of a Faun (Nijinsky),443
death_comes_for_the_archbishop,Death Comes for the Archbishop,443
dna_repair,DNA repair,443
lord_jim,Lord Jim,443
karna,Karna,444
golden_calf,Golden calf,444
equivalence_principle,Equivalence principle,444
acetylation,Acetylation,444
doping_(semiconductor),Doping (semiconductor),445
george_wald,George Wald,445
new_objectivity,New Objectivity,446
john_adams,John Adams,446
book_of_hours,Book of hours,446
apology_(plato),Apology (Plato),447
congenital_heart_defect,Congenital heart defect,447
emile_durkheim,Emile Durkheim,448
filippo_lippi,Filippo Lippi,448
parmenides_(dialogue),Parmenides (dialogue),448
phaedrus_(dialogue),Phaedrus (dialogue),449
evolution_of_cetaceans,Evolution of cetaceans,449
the_cherry_orchard,The Cherry Orchard,450
the_house_of_mirth,The House of Mirth,451
demarcation_problem,Demarcation problem,451
azerbaijan_(iran),Azerbaijan (Iran),452
the_charterhouse_of_parma,The Charterhouse of Parma,452
gulf_of_fonseca,Gulf of Fonseca,452
robert_motherwell,Robert Motherwell,452
balthus,Balthus,453
provisions_of_oxford,Provisions of Oxford,453
lou_dobbs,Lou Dobbs,454
palm_islands,Palm Islands,454
macular_degeneration,Macular degeneration,456
the_love_for_three_oranges,The Love for Three Oranges,457
emmanuel_chabrier,Emmanuel Chabrier,458
the_antichrist_(book),The Antichrist (book),458
jusepe_de_ribera,Jusepe de Ribera,458
the_wild_duck,The Wild Duck,459
two_treatises_of_government,Two Treatises of Government,461
a_letter_concerning_toleration,A Letter Concerning Toleration,461
graphene,Graphene,461
g._stanley_hall,G. Stanley Hall,461
channeled_scablands,Channeled Scablands,462
epidermis_(skin),Epidermis (skin),462
demand_curve,Demand curve,464
antiaromaticity,Antiaromaticity,464
axial_age,Axial Age,465
orphism_(art),Orphism (art),468
samuel_butler_(novelist),Samuel Butler (novelist),468
free-electron_laser,Free-electron laser,470
the_origins_of_totalitarianism,The Origins of Totalitarianism,471
serenade,Serenade,473
suryavarman_ii,Suryavarman II,475
hemp,Hemp,475
all_my_sons,All My Sons,476
helen_(play),Helen (play),477
atharvaveda,Atharvaveda,478
volpone,Volpone,478
rings_of_saturn,Rings of Saturn,479
john_mearsheimer,John Mearsheimer,480
word_of_faith,Word of Faith,481
fermi_surface,Fermi surface,481
far_side_of_the_moon,Far side of the Moon,482
the_return_of_the_native,The Return of the Native,482
marvin_harris,Marvin Harris,482
hall_of_mirrors,Hall of Mirrors,482
st_matthew_passion,St Matthew Passion,484
beowulf_(hero),Beowulf (hero),484
robert_henri,Robert Henri,485
giant_magnetoresistance,Giant magnetoresistance,486
gilbert_ryle,Gilbert Ryle,486
fanfare_for_the_common_man,Fanfare for the Common Man,488
potassium_channel,Potassium channel,488
epiphany_(holiday),Epiphany (holiday),490
the_hay_wain,The Hay Wain,490
love_in_the_time_of_cholera,Love in the Time of Cholera,491
boltzmann_equation,Boltzmann equation,492
cud,Cud,493
the_lottery,The Lottery,493
arnolfini_portrait,Arnolfini Portrait,495
coriolanus,Coriolanus,495
the_duchess_of_malfi,The Duchess of Malfi,495
wallerian_degeneration,Wallerian degeneration,495
the_guide_for_the_perplexed,The Guide for the Perplexed,495
stroop_effect,Stroop effect,495
a_hero_of_our_time,A Hero of Our Time,496
constructivism_(philosophy_of_education),Constructivism (philosophy of education),496
hsab_theory,HSAB theory,498
io_(moon),Io (moon),499
guernica_(painting),Guernica (painting),500
erikson's_stages_of_psychosocial_development,Erikson's stages of psychosocial development,501
harry_stack_sullivan,Harry Stack Sullivan,501
the_firebird,The Firebird,501
newton's_rings,Newton's rings,501
germ_layer,Germ layer,502
peter_grimes,Peter Grimes,505
lamb_shift,Lamb shift,505
protein_sequencing,Protein sequencing,505
price_equation,Price equation,505
spin_quantum_number,Spin quantum number,505
two_concepts_of_liberty,Two Concepts of Liberty,506
the_concept_of_mind,The Concept of Mind,506
portrait_of_dr._gachet,Portrait of Dr. Gachet,506
palazzo_pitti,Palazzo Pitti,506
ulster_cycle,Ulster Cycle,507
aaa_proteins,AAA proteins,509
gran_chaco,Gran Chaco,509
horseshoe_crab,Horseshoe crab,509
falkland_islands,Falkland Islands,509
guatemala,Guatemala,509
trinidad_and_tobago,Trinidad and Tobago,509
sonnets_from_the_portuguese,Sonnets from the Portuguese,512
kinetic_isotope_effect,Kinetic isotope effect,513
the_golden_cockerel,The Golden Cockerel,513
notch_signaling_pathway,Notch signaling pathway,513
discipline_and_punish,Discipline and Punish,514
haman_(biblical_figure),Haman (biblical figure),514
gordon_allport,Gordon Allport,515
carbene,Carbene,516
chinese_calligraphy,Chinese calligraphy,516
beyond_freedom_and_dignity,Beyond Freedom and Dignity,516
equilibrium_constant,Equilibrium constant,517
the_celebrated_jumping_frog_of_calaveras_county,The Celebrated Jumping Frog of Calaveras County,517
casparian_strip,Casparian strip,518
photosystem_ii,Photosystem II,518
chlorophyll_a,Chlorophyll a,518
ernst_gombrich,Ernst Gombrich,518
the_sickness_unto_death,The Sickness Unto Death,519
heliosphere,Heliosphere,519
thanatopsis,Thanatopsis,520
dna_methylation,DNA methylation,521
ernst_ludwig_kirchner,Ernst Ludwig Kirchner,521
crystal_field_theory,Crystal field theory,522
walter_kaufmann_(philosopher),Walter Kaufmann (philosopher),522
kenneth_waltz,Kenneth Waltz,523
beta_ray_bill,Beta Ray Bill,523
washington_crossing_the_delaware,Washington Crossing the Delaware,524
friedmann_equations,Friedmann equations,524
sartor_resartus,Sartor Resartus,524
dna_sequencing,DNA sequencing,526
pergamon_altar,Pergamon Altar,527
robert_fogel,Robert Fogel,527
potts_model,Potts model,527
lycidas,Lycidas,528
tartuffe,Tartuffe,529
pellinore,Pellinore,529
chirality_(chemistry),Chirality (chemistry),529
snow_country,Snow Country,530
civil_disobedience_(thoreau),Civil Disobedience (Thoreau),530
silas_marner,Silas Marner,531
gorgias_(dialogue),Gorgias (dialogue),531
lectures_on_the_philosophy_of_history,Lectures on the Philosophy of History,532
zeta_potential,Zeta potential,532
fugacity,Fugacity,533
the_natural,The Natural,533
magnetic_potential,Magnetic potential,534
nabucco,Nabucco,535
american_gothic,American Gothic,535
the_house_of_the_spirits,The House of the Spirits,535
dlvo_theory,DLVO theory,537
contact_process,Contact process,538
three-body_problem,Three-body problem,538
wnt_signaling_pathway,Wnt signaling pathway,538
ariadne_auf_naxos,Ariadne auf Naxos,539
great_dismal_swamp,Great Dismal Swamp,541
the_feminine_mystique,The Feminine Mystique,541
spallation,Spallation,542
manu_(hinduism),Manu (Hinduism),542
endocrine_gland,Endocrine gland,542
pulsar,Pulsar,543
chemical_shift,Chemical shift,544
the_cunning_little_vixen,The Cunning Little Vixen,544
nazca_culture,Nazca culture,545
parity_(physics),Parity (physics),547
pi_backbonding,Pi backbonding,547
flocculation,Flocculation,548
gershom_scholem,Gershom Scholem,548
virgin_of_the_rocks,Virgin of the Rocks,548
fathers_and_sons_(novel),Fathers and Sons (novel),549
ruslan_and_lyudmila_(opera),Ruslan and Lyudmila (opera),550
the_queen_of_spades_(opera),The Queen of Spades (opera),551
aouzou_strip,Aouzou Strip,551
cycloaddition,Cycloaddition,551
sigmatropic_reaction,Sigmatropic reaction,551
feast_of_the_immaculate_conception,Feast of the Immaculate Conception,551
mathis_der_maler_(opera),Mathis der Maler (opera),552
violin_sonata_no._9_(beethoven),Violin Sonata No. 9 (Beethoven),552
amahl_and_the_night_visitors,Amahl and the Night Visitors,554
sonogashira_coupling,Sonogashira coupling,554
beloved_(novel),Beloved (novel),554
third_epistle_to_the_corinthians,Third Epistle to the Corinthians,554
palladium_(classical_antiquity),Palladium (classical antiquity),557
marginal_revenue,Marginal revenue,557
phaedo,Phaedo,558
chicago_(poem),Chicago (poem),558
full_faith_and_credit_clause,Full Faith and Credit Clause,559
the_dream_of_gerontius,The Dream of Gerontius,559
robert_lowie,Robert Lowie,559
raja_raja_chola_i,Raja Raja Chola I,560
the_world_as_will_and_representation,The World as Will and Representation,564
neutrino_oscillation,Neutrino oscillation,566
four_saints_in_three_acts,Four Saints in Three Acts,567
hox_gene,HOX gene,567
liberal_paradox,Liberal paradox,567
course_in_general_linguistics,Course in General Linguistics,570
appalachian_spring,Appalachian Spring,571
emma,Emma,571
romeo_and_juliet_(tchaikovsky),Romeo and Juliet (Tchaikovsky),572
taliesin_west,Taliesin West,573
the_gift_(book),The Gift (book),574
velocity_of_money,Velocity of money,576
an_essay_concerning_human_understanding,An Essay Concerning Human Understanding,576
cisplatin,Cisplatin,577
ophelia_(painting),Ophelia (painting),577
kebra_nagast,Kebra Nagast,578
jezebel,Jezebel,581
orphism_(religion),Orphism (religion),582
the_concept_of_law,The Concept of Law,583
andrei_rublev_(film),Andrei Rublev (film),584
antiope_(mother_of_amphion),Antiope (mother of Amphion),584
driftless_area,Driftless Area,585
african_elephant,African elephant,585
tollens'_reagent,Tollens' reagent,585
robert_barro,Robert Barro,586
meistersinger,Meistersinger,586
threshold_voltage,Threshold voltage,586
mephisto_waltzes,Mephisto Waltzes,587
gross_national_happiness,Gross national happiness,589
rainbow_serpent,Rainbow Serpent,589
keeling_curve,Keeling Curve,591
the_village_(the_prisoner),The Village (The Prisoner),591
edward_hicks,Edward Hicks,592
activity_coefficient,Activity coefficient,593
kidnapped_(novel),Kidnapped (novel),593
the_iceman_cometh,The Iceman Cometh,596
my_last_duchess,My Last Duchess,596
quadrupole,Quadrupole,597
erlking,Erlking,598
sundarbans,Sundarbans,601
santa_catalina_mountains,Santa Catalina Mountains,602
gender_trouble,Gender Trouble,603
an_essay_on_man,An Essay on Man,604
column_chromatography,Column chromatography,606
manfred_symphony,Manfred Symphony,607
christo_and_jeanne-claude,Christo and Jeanne-Claude,608
vedas,Vedas,608
conformational_isomerism,Conformational isomerism,608
mutation_rate,Mutation rate,609
amesha_spenta,Amesha Spenta,610
vienna_standard_mean_ocean_water,Vienna Standard Mean Ocean Water,612
zurvanism,Zurvanism,612
philipp_otto_runge,Philipp Otto Runge,612
aufbau_principle,Aufbau principle,616
rostam,Rostam,617
b-type_main-sequence_star,B-type main-sequence star,618
world-systems_theory,World-systems theory,620
lewis_terman,Lewis Terman,620
"yvain,_the_knight_of_the_lion","Yvain, the Knight of the Lion",620
flora_purim,Flora Purim,621
the_garden_of_earthly_delights,The Garden of Earthly Delights,624
the_republic_(plato),The Republic (Plato),625
kamadeva,Kamadeva,625
the_master_builder,The Master Builder,626
hiroshima_mon_amour,Hiroshima mon amour,627
the_dinner_party,The Dinner Party,628
perpetual_peace,Perpetual peace,629
rokeby_venus,Rokeby Venus,629
ozonolysis,Ozonolysis,629
novum_organum,Novum Organum,629
australopithecus_africanus,Australopithecus africanus,630
malpighian_tubule_system,Malpighian tubule system,630
waggle_dance,Waggle dance,634
michael_reaction,Michael reaction,634
robinson_annulation,Robinson annulation,635
essays_(montaigne),Essays (Montaigne),635
david_smith_(sculptor),David Smith (sculptor),636
miss_julie,Miss Julie,638
titin,Titin,638
annunciation_(leonardo),Annunciation (Leonardo),639
lag_baomer,Lag BaOmer,639
oeconomicus,Oeconomicus,639
strain_(chemistry),Strain (chemistry),641
hund's_rules,Hund's rules,641
impromptus_(schubert),Impromptus (Schubert),642
physics_(aristotle),Physics (Aristotle),643
politics_(aristotle),Politics (Aristotle),643
gene_conversion,Gene conversion,644
middletown_studies,Middletown studies,645
hubbard_model,Hubbard model,646
raney_nickel,Raney nickel,646
coupling_reaction,Coupling reaction,647
neurofibromatosis_type_i,Neurofibromatosis type I,648
ajax_(sophocles),Ajax (Sophocles),648
the_economic_consequences_of_the_peace,The Economic Consequences of the Peace,648
formal_charge,Formal charge,650
hofmann_elimination,Hofmann elimination,651
the_misanthrope,The Misanthrope,651
first_continental_congress,First Continental Congress,651
denkard,Denkard,656
the_tempest_(giorgione),The Tempest (Giorgione),656
epigoni_(play),Epigoni (play),657
mannich_reaction,Mannich reaction,657
melville_j._herskovits,Melville J. Herskovits,657
turbidity_current,Turbidity current,658
lady_with_an_ermine,Lady with an Ermine,658
pregnancy,Pregnancy,659
tests_of_general_relativity,Tests of general relativity,662
ilya_kabakov,Ilya Kabakov,663
syntactic_structures,Syntactic Structures,663
acetone,Acetone,665
a_tale_of_two_cities,A Tale of Two Cities,665
triphenylphosphine,Triphenylphosphine,665
stereotype_threat,Stereotype threat,668
symphony_of_psalms,Symphony of Psalms,669
les_demoiselles_d'avignon,Les Demoiselles d'Avignon,670
dialectic_of_enlightenment,Dialectic of Enlightenment,672
the_bluest_eye,The Bluest Eye,672
an_american_dilemma,An American Dilemma,673
utilitarianism_(book),Utilitarianism (book),674
wittig_reaction,Wittig reaction,674
the_death_of_general_wolfe,The Death of General Wolfe,678
azide-alkyne_huisgen_cycloaddition,Azide-alkyne Huisgen cycloaddition,678
nighthawks,Nighthawks,679
vascular_endothelial_growth_factor,Vascular endothelial growth factor,679
olefin_metathesis,Olefin metathesis,679
thomas_precession,Thomas precession,681
pygmalion_(play),Pygmalion (play),681
pygmalion_(mythology),Pygmalion (mythology),681
coming_of_age_in_samoa,Coming of Age in Samoa,682
"cry,_the_beloved_country","Cry, the Beloved Country",683
cd4,CD4,684
spoon_river_anthology,Spoon River Anthology,686
freakonomics,Freakonomics,688
nuclear_magnetic_resonance_spectroscopy,Nuclear magnetic resonance spectroscopy,689
cinema_novo,Cinema Novo,689
manon_lescaut_(puccini),Manon Lescaut (Puccini),690
claisen_rearrangement,Claisen rearrangement,691
la_gioconda_(opera),La Gioconda (opera),692
the_ghost_in_the_machine,The Ghost in the Machine,692
gravitational_microlensing,Gravitational microlensing,694
tamburlaine_(play),Tamburlaine (play),696
battle_of_ayacucho,Battle of Ayacucho,696
critical_period,Critical period,697
critical_point_(thermodynamics),Critical point (thermodynamics),697
also_sprach_zarathustra_(strauss),Also sprach Zarathustra (Strauss),698
claisen_condensation,Claisen condensation,699
basilica_of_san_francesco_d'assisi,Basilica of San Francesco d'Assisi,702
kurt_lewin,Kurt Lewin,703
the_incoherence_of_the_philosophers,The Incoherence of the Philosophers,703
nuclear_force,Nuclear force,704
spiritual_exercises_of_ignatius_of_loyola,Spiritual Exercises of Ignatius of Loyola,705
l'incoronazione_di_poppea,L'incoronazione di Poppea,705
vlasov_equation,Vlasov equation,706
agil_paradigm,AGIL paradigm,706
sylvia_(ballet),Sylvia (ballet),706
the_great_transformation_(book),The Great Transformation (book),707
apollo_belvedere,Apollo Belvedere,707
evidence_(law),Evidence (law),707
monadology,Monadology,708
the_snow_maiden,The Snow Maiden,709
mjolnir_(comics),Mjolnir (comics),710
madelung_constant,Madelung constant,715
the_ambassadors_(holbein),The Ambassadors (Holbein),715
the_ghosts_of_versailles,The Ghosts of Versailles,716
the_spanish_tragedy,The Spanish Tragedy,717
wainwright_building,Wainwright Building,717
tartuffe_(mechem),Tartuffe (Mechem),718
afar_triangle,Afar Triangle,718
fugitive_slave_laws,Fugitive slave laws,719
beta_oxidation,Beta oxidation,721
sita,Sita,723
fountain_(duchamp),Fountain (Duchamp),726
"nude_descending_a_staircase,_no._2","Nude Descending a Staircase, No. 2",726
socrates,Socrates,728
bronislaw_malinowski,Bronislaw Malinowski,733
drag_(physics),Drag (physics),733
flight_into_egypt,Flight into Egypt,737
lanthanide_contraction,Lanthanide contraction,740
the_subjection_of_women,The Subjection of Women,741
irrawaddy_river,Irrawaddy River,741
endymion_(poem),Endymion (poem),742
boiling-point_elevation,Boiling-point elevation,743
pepin_the_short,Pepin the Short,745
taq_polymerase,Taq polymerase,745
eskimo_words_for_snow,Eskimo words for snow,746
geomagnetic_reversal,Geomagnetic reversal,747
the_writing_on_the_wall,The writing on the wall,749
calcium_signaling,Calcium signaling,750
the_rape_of_the_sabine_women,The Rape of the Sabine Women,750
laminin,Laminin,751
the_temple_of_the_golden_pavilion,The Temple of the Golden Pavilion,751
octahedral_molecular_geometry,Octahedral molecular geometry,753
deep_inelastic_scattering,Deep inelastic scattering,754
great_expectations_(1946_film),Great Expectations (1946 film),757
kurukshetra_war,Kurukshetra War,758
catch_22,Catch 22,759
on_the_jewish_question,On the Jewish Question,759
golden_apple,Golden apple,764
powder_diffraction,Powder diffraction,764
sperm,Sperm,770
cindy_sherman,Cindy Sherman,771
la_strada,La Strada,772
liminality,Liminality,774
barkhausen_effect,Barkhausen effect,774
the_presentation_of_self_in_everyday_life,The Presentation of Self in Everyday Life,776
the_third_wave_(toffler),The Third Wave (Toffler),782
purkinje_cell,Purkinje cell,786
bhutan,Bhutan,787
yellow_submarine_(film),Yellow Submarine (film),787
three_dialogues_between_hylas_and_philonous,Three Dialogues between Hylas and Philonous,789
heimdall_(comics),Heimdall (comics),792
constructivism_(art),Constructivism (art),795
botany_bay,Botany Bay,800
magnitude_(astronomy),Magnitude (astronomy),801
the_sleeping_beauty_(ballet),The Sleeping Beauty (ballet),804
trinucleotide_repeat_disorder,Trinucleotide repeat disorder,813
the_chrysanthemum_and_the_sword,The Chrysanthemum and the Sword,814
the_work_of_art_in_the_age_of_mechanical_reproduction,The Work of Art in the Age of Mechanical Reproduction,814
milky_way,Milky Way,815
metaphysics_(aristotle),Metaphysics (Aristotle),815
common_carotid_artery,Common carotid artery,816
o_captain!_my_captain!,O Captain! My Captain!,817
utopia_(book),Utopia (book),819
the_essence_of_christianity,The Essence of Christianity,821
treemonisha,Treemonisha,823
spem_in_alium,Spem in alium,825
fresnel_diffraction,Fresnel diffraction,826
bose-einstein_condensate,Bose-Einstein condensate,826
waiting_for_the_barbarians,Waiting for the Barbarians,826
a_treatise_of_human_nature,A Treatise of Human Nature,829
transketolase,Transketolase,831
fluid_mechanics,Fluid mechanics,832
symmetry_(physics),Symmetry (physics),836
white_lotus_rebellion,White Lotus Rebellion,838
adolf_hitler,Adolf Hitler,839
orestes_(play),Orestes (play),844
larmor_precession,Larmor precession,847
apollo_and_daphne,Apollo and Daphne,849
o_pioneers!,O Pioneers!,854
rna_editing,RNA editing,854
nervous_conditions,Nervous Conditions,855
conversion_on_the_way_to_damascus,Conversion on the Way to Damascus,855
the_calling_of_st_matthew_(caravaggio),The Calling of St Matthew (Caravaggio),856
mammalian_target_of_rapamycin,Mammalian target of rapamycin,856
dharma_initiative,Dharma Initiative,857
private_language_argument,Private language argument,858
the_overcoat,The Overcoat,858
influenza_a_virus_subtype_h1n1,Influenza A virus subtype H1N1,861
positivism,Positivism,861
the_nightingale_(fairy_tale),The Nightingale (fairy tale),862
the_martyrdom_of_saint_matthew_(caravaggio),The Martyrdom of Saint Matthew (Caravaggio),864
ethics_(book),Ethics (book),870
dante_symphony,Dante Symphony,871
realism_(international_relations),Realism (international relations),872
the_hollow_men,The Hollow Men,873
outer_banks,Outer Banks,873
nicolaou_taxol_total_synthesis,Nicolaou Taxol total synthesis,874
bile_acid,Bile acid,878
wormwood_(bible),Wormwood (Bible),882
desert_pavement,Desert pavement,883
holy_trinity_(masaccio),Holy Trinity (Masaccio),883
rho_meson,Rho meson,885
nuclear_binding_energy,Nuclear binding energy,887
summa_theologica,Summa Theologica,888
glass_house,Glass House,890
the_deposition_(raphael),The Deposition (Raphael),890
chola_dynasty,Chola dynasty,899
nehemiah,Nehemiah,901
the_anatomy_lesson_of_dr._nicolaes_tulp,The Anatomy Lesson of Dr. Nicolaes Tulp,903
the_nightmare,The Nightmare,903
conjugate_variables_(thermodynamics),Conjugate variables (thermodynamics),907
abdomen,Abdomen,910
the_school_of_athens,The School of Athens,912
lucius_vorenus_(rome_character),Lucius Vorenus (Rome character),913
the_lion_king_(musical),The Lion King (musical),916
gulliver's_travels_(miniseries),Gulliver's Travels (miniseries),918
pan's_labyrinth,Pan's Labyrinth,921
buddhism,Buddhism,922
judith_leyster,Judith Leyster,923
the_milkmaid_(vermeer),The Milkmaid (Vermeer),924
isenheim_altarpiece,Isenheim Altarpiece,925
glyoxylate_cycle,Glyoxylate cycle,930
q_cycle,Q cycle,931
mansfield_park,Mansfield Park,932
howards_end,Howards End,934
memnon_(mythology),Memnon (mythology),935
family_resemblance,Family resemblance,935
sawm_of_ramadan,Sawm of Ramadan,935
the_bostonians,The Bostonians,937
michael_j._s._dewar,Michael J. S. Dewar,940
harry_s._truman,Harry S. Truman,942
marcus_theory,Marcus theory,942
big_dipper,Big Dipper,945
branching_(polymer_chemistry),Branching (polymer chemistry),952
eddy_covariance,Eddy covariance,961
an_essay_on_the_principle_of_population,An Essay on the Principle of Population,963
dream_a_little_dream_of_me,Dream a Little Dream of Me,966
serapis,Serapis,966
hardness,Hardness,967
work_(thermodynamics),Work (thermodynamics),971
bahrain,Bahrain,974
the_lark_ascending,The Lark Ascending,981
adamantium,Adamantium,983
savitri_and_satyavan,Savitri and Satyavan,984
zone_of_proximal_development,Zone of proximal development,986
type_ia_supernova,Type Ia supernova,987
the_three-cornered_hat,The Three-Cornered Hat,988
eros_and_civilization,Eros and Civilization,991
adam,Adam,994
the_daughters_of_edward_darley_boit,The Daughters of Edward Darley Boit,1000
eros,EROS,1001
lattice_energy,Lattice energy,1003
the_wedding_at_cana,The Wedding at Cana,1007
v(d)j_recombination,V(D)J recombination,1007
ryan_braun,Ryan Braun,1008
israel_in_egypt,Israel in Egypt,1009
elegy_written_in_a_country_churchyard,Elegy Written in a Country Churchyard,1010
multiple_realizability,Multiple realizability,1011
binary_pulsar,Binary pulsar,1013
beyond_the_pleasure_principle,Beyond the Pleasure Principle,1015
noise_(electronics),Noise (electronics),1018
two-dimensional_nuclear_magnetic_resonance_spectroscopy,Two-dimensional nuclear magnetic resonance spectroscopy,1025
anomalous_monism,Anomalous monism,1025
south_africa,South Africa,1027
janus_(programming_language),Janus (programming language),1029
seven_archangels,Seven Archangels,1030
hammond's_postulate,Hammond's postulate,1038
second_council_of_ephesus,Second Council of Ephesus,1049
tebbe's_reagent,Tebbe's reagent,1050
quietism_(christian_philosophy),Quietism (Christian philosophy),1051
herpesviridae,Herpesviridae,1052
bacchus_and_ariadne,Bacchus and Ariadne,1057
the_voyage_of_life,The Voyage of Life,1058
kerala,Kerala,1067
brancacci_chapel,Brancacci Chapel,1071
progress_and_poverty,Progress and Poverty,1071
gravity_of_earth,Gravity of Earth,1072
songs_without_words,Songs Without Words,1077
the_hedgehog_and_the_fox,The Hedgehog and the Fox,1079
isambard_kingdom_brunel,Isambard Kingdom Brunel,1084
parthian_empire,Parthian Empire,1086
landscape_with_the_fall_of_icarus,Landscape with the Fall of Icarus,1087
radial_distribution_function,Radial distribution function,1090
el_amor_brujo,El amor brujo,1091
west_side_story_(film),West Side Story (film),1098
the_house_of_the_seven_gables,The House of the Seven Gables,1098
grammatology,Grammatology,1100
the_decay_of_the_angel,The Decay of the Angel,1104
victoria_(australia),Victoria (Australia),1108
entropy_(classical_thermodynamics),Entropy (classical thermodynamics),1109
entropy_(statistical_thermodynamics),Entropy (statistical thermodynamics),1109
dharma_(buddhism),Dharma (Buddhism),1115
demand,Demand,1119
supply_(economics),Supply (economics),1119
david_copperfield_(character),David Copperfield (character),1119
body_of_tibia,Body of tibia,1120
the_last_judgment_(michelangelo),The Last Judgment (Michelangelo),1120
quakers,Quakers,1121
"ducal_palace,_mantua","Ducal palace, Mantua",1125
piet_mondrian,Piet Mondrian,1127
lines_written_a_few_miles_above_tintern_abbey,Lines written a few miles above Tintern Abbey,1128
benito_cereno,Benito Cereno,1132
hmong_customs_and_culture,Hmong customs and culture,1134
capacitor,Capacitor,1134
duino_elegies,Duino Elegies,1137
albumin,Albumin,1140
hammett_equation,Hammett equation,1140
golden_stool,Golden Stool,1140
albatross,Albatross,1143
immune_tolerance,Immune tolerance,1144
solar_eclipse,Solar eclipse,1144
rabindranath_tagore,Rabindranath Tagore,1147
sweden,Sweden,1148
hell,Hell,1152
hyman_minsky,Hyman Minsky,1163
human_genome_project,Human Genome Project,1166
the_origin_of_the_work_of_art,The Origin of the Work of Art,1167
kristin_lavransdatter,Kristin Lavransdatter,1168
the_death_of_marat,The Death of Marat,1170
carmina_burana_(orff),Carmina Burana (Orff),1171
ancient_society,Ancient Society,1179
billiards_at_half-past_nine,Billiards at Half-past Nine,1188
biblical_apocrypha,Biblical apocrypha,1197
oxyrhynchus,Oxyrhynchus,1198
henry_moore,Henry Moore,1198
the_theory_of_communicative_action,The Theory of Communicative Action,1200
ceres_(dwarf_planet),Ceres (dwarf planet),1206
bone_morphogenetic_protein_4,Bone morphogenetic protein 4,1210
rh_blood_group_system,Rh blood group system,1210
the_gross_clinic,The Gross Clinic,1213
vendidad,Vendidad,1217
the_gulf_stream_(painting),The Gulf Stream (painting),1218
corsica,Corsica,1220
atomism,Atomism,1225
sampo_(film),Sampo (film),1242
pendulum_(mathematics),Pendulum (mathematics),1248
carnot_cycle,Carnot cycle,1255
hippolyte_et_aricie,Hippolyte et Aricie,1258
kalevala_(synopses),Kalevala (synopses),1261
three_studies_for_figures_at_the_base_of_a_crucifixion,Three Studies for Figures at the Base of a Crucifixion,1263
fermentation,Fermentation,1264
minneapolis,Minneapolis,1267
linux,Linux,1267
in_a_different_voice,In a Different Voice,1268
the_mighty_ducks_(film_series),The Mighty Ducks (film series),1276
alcibiades_(fictional_character),Alcibiades (fictional character),1280
a_child_of_our_time,A Child of Our Time,1292
dwarf_planet,Dwarf planet,1298
the_will_to_believe,The Will to Believe,1298
the_paranoid_style_in_american_politics,The Paranoid Style in American Politics,1302
the_alchemist_(play),The Alchemist (play),1314
lucy_(australopithecus),Lucy (Australopithecus),1315
a_priori_and_a_posteriori,A priori and a posteriori,1320
twilight_of_the_idols,Twilight of the Idols,1324
"va,_pensiero","Va, pensiero",1331
nuclear_transport,Nuclear transport,1365
monoclonal_antibody_therapy,Monoclonal antibody therapy,1373
london_equations,London equations,1379
on_crimes_and_punishments,On Crimes and Punishments,1392
leeroy_jenkins,Leeroy Jenkins,1394
canossa,Canossa,1396
golan_heights,Golan Heights,1401
elk,Elk,1404
martin_luther,Martin Luther,1405
james_clark_ross,James Clark Ross,1406
pablo_neruda,Pablo Neruda,1415
the_burial_of_the_count_of_orgaz,The Burial of the Count of Orgaz,1415
missouri_compromise,Missouri Compromise,1421
inti,Inti,1422
in_praise_of_shadows,In Praise of Shadows,1422
benjamin_harrison,Benjamin Harrison,1423
the_last_temptation_of_christ_(film),The Last Temptation of Christ (film),1429
macbeth_(character),Macbeth (character),1434
the_art_of_loving,The Art of Loving,1436
mozart_piano_concertos,Mozart piano concertos,1436
montreal,Montreal,1440
plutonium,Plutonium,1443
sediment_transport,Sediment transport,1444
pesaro_madonna,Pesaro Madonna,1451
charles_darwin,Charles Darwin,1457
the_sociological_imagination,The Sociological Imagination,1467
tropical_cyclone,Tropical cyclone,1469
monroe_doctrine,Monroe Doctrine,1472
arizona,Arizona,1481
neptune,NEPTUNE,1492
"banqueting_house,_whitehall","Banqueting House, Whitehall",1499
death_and_the_maiden_(film),Death and the Maiden (film),1499
july's_people,July's People,1500
etching_(microfabrication),Etching (microfabrication),1510
castor_et_pollux,Castor et Pollux,1511
the_four_stages_of_cruelty,The Four Stages of Cruelty,1525
mahdi,Mahdi,1527
caspian_sea,Caspian Sea,1531
richard_cory,Richard Cory,1536
parthenogenesis,Parthenogenesis,1557
