link,allcount,intext,QANTA,IR_Wiki,train,test
symphony_no,2,0,0,2,0,2
s_last_sonatas,1,0,0,1,0,1
planetary_nebula,43,0,0,43,42,1
oxyrhynchus,3,0,0,3,3,0
captain_marvel_,1,0,0,1,0,1
hermeneutics,83,0,0,83,83,0
der_rosenkavalier,2,0,0,2,2,0
nighthawks,4,0,0,4,4,0
mausoleum_at_halicarnassus,13,0,0,13,13,0
george_frideric_handel,8,0,0,8,8,0
robert_louis_stevenson,501,1,237,263,482,19
hideki_tojo,140,0,135,5,139,1
anthropic_principle,32,0,0,32,32,0
nadine_gordimer,340,1,206,133,325,15
s_reagent,1,0,0,1,0,1
gulliver's_travels,130,0,52,78,130,0
sympatric_speciation,1,0,0,1,1,0
meistersinger,2,0,0,2,2,0
eleanor_of_aquitaine,233,0,99,134,218,15
louis_brandeis,287,0,85,202,283,4
motet,2,0,0,2,2,0
branching_(polymer_chemistry),3,0,0,3,3,0
arizona,29,0,0,29,29,0
cirrhosis,48,0,0,48,48,0
flatworm,39,0,0,39,39,0
olefin_metathesis,49,0,0,49,47,2
marcel_mauss,143,3,121,19,137,6
hand,12,0,0,12,12,0
john_singer_sargent,5,0,0,5,3,2
horseshoe_crab,1,0,0,1,1,0
kin_selection,25,0,0,25,25,0
operational_amplifier,26,0,0,26,25,1
huckleberry_finn,1,1,0,0,1,0
james_joyce,76,15,0,61,73,3
helen_of_troy,191,0,0,191,184,7
journey_into_night,2,2,0,0,2,0
sobek,13,0,0,13,13,0
marginal_revenue,4,0,0,4,4,0
fractional_distillation,8,3,0,5,8,0
fundamental_attribution_error,137,0,129,8,134,3
esperanto,29,0,0,29,29,0
modified_newtonian_dynamics,54,3,0,51,53,1
the_awakening_(chopin_novel),199,0,108,91,199,0
roger_bacon,44,0,0,44,43,1
samuel_barber,3,3,0,0,3,0
sulfuric_acid,144,0,64,80,139,5
sons_and_lovers,281,3,224,54,270,11
glucose,108,0,0,108,108,0
kamchatka_peninsula,4,0,0,4,4,0
type_ia_supernova,14,0,0,14,14,0
protein_kinase,37,3,0,34,32,5
stark_effect,213,4,159,50,209,4
tess_of_the_d'urbervilles,404,0,81,323,404,0
lucy_(australopithecus),9,0,0,9,9,0
the_waste_land,264,1,101,162,248,16
van_der_weyden,1,0,0,1,0,1
influenza_a_virus_subtype_h1n1,8,0,0,8,8,0
gutzon_borglum,3,0,0,3,3,0
gabon,1,0,0,1,1,0
plasmid,13,0,0,13,13,0
thomas_young_(scientist),16,0,0,16,16,0
galileo_galilei,57,0,0,57,55,2
galilean_moons,9,0,0,9,9,0
pollination,3,0,0,3,3,0
kaaba,120,0,94,26,120,0
caspar_david_friedrich,13,0,0,13,12,1
torque,175,0,129,46,175,0
pitirim_sorokin,1,0,0,1,0,1
meristem,51,0,0,51,51,0
botswana,10,0,0,10,10,0
john_a._macdonald,249,0,128,121,249,0
milky_way,39,10,0,29,38,1
bernard_malamud,215,0,142,73,207,8
komodo_dragon,22,0,0,22,22,0
spermatogenesis,20,0,0,20,20,0
tibia,9,0,0,9,9,0
the_origin_of_the_work_of_art,10,3,0,7,10,0
peace_of_augsburg,5,5,0,0,5,0
string_theory,126,0,0,126,121,5
passover,89,0,0,89,89,0
diet_of_worms,105,0,78,27,103,2
every_man_in_his_humour,2,2,0,0,2,0
the_princess,4,4,0,0,4,0
leon_festinger,40,1,0,39,39,1
recess_appointment,1,0,0,1,1,0
pwyll,11,0,0,11,11,0
pineapple,9,0,0,9,9,0
the_open_boat,13,2,0,11,12,1
andrea_del_sarto,1,0,0,1,1,0
henry_purcell,9,0,0,9,9,0
two_dogmas_of_empiricism,123,0,117,6,120,3
violin_concerto_no._4_(paganini),2,0,0,2,2,0
pierre-auguste_renoir,1,0,0,1,1,0
simone_de_beauvoir,169,0,126,43,156,13
mary_baker_eddy,133,0,60,73,128,5
booker_t,2,0,0,2,0,2
denkard,21,0,0,21,21,0
minnesota,10,0,0,10,10,0
vandals,167,0,120,47,167,0
geography_of_mozambique,18,0,0,18,17,1
kurt_koffka,3,0,0,3,3,0
savannah_river,13,0,0,13,13,0
schmalkaldic_league,2,2,0,0,2,0
schwarzschild_metric,21,0,0,21,21,0
guatemala,15,0,0,15,15,0
tuberculosis,93,0,66,27,93,0
haiti,36,0,0,36,36,0
jimmy_carter,339,3,124,212,319,20
brownian_motion,250,0,96,154,241,9
alexander_pushkin,278,0,146,132,270,8
basal_ganglia,47,0,0,47,45,2
formal_charge,11,0,0,11,10,1
hagar,24,0,0,24,24,0
london_dispersion_force,11,0,0,11,8,3
an_occurrence_at_owl_creek_bridge,3,3,0,0,3,0
combustion,73,0,0,73,73,0
scattering,44,0,0,44,44,0
long_day,13,2,7,4,2,11
the_presentation_of_self_in_everyday_life,82,0,82,0,79,3
ishi,11,0,0,11,11,0
sarawak,10,0,0,10,10,0
xerxes_i,2,2,0,0,2,0
positron,17,0,0,17,17,0
pikes_peak,2,0,0,2,2,0
the_bostonians,255,0,217,38,246,9
larynx,12,0,0,12,12,0
type_ia_supernovas,4,4,0,0,4,0
joseph_andrews,6,6,0,0,6,0
naphthalene,37,0,0,37,37,0
vedas,47,0,0,47,47,0
zeno's_paradoxes,3,0,0,3,3,0
suez_canal,2,2,0,0,2,0
taliesin_west,1,0,0,1,1,0
papyrus,1,0,0,1,1,0
nutation,8,0,0,8,8,0
francisco_pizarro,173,1,102,70,165,8
samuel_j,5,0,4,1,0,5
rubisco,173,0,110,63,173,0
semele,71,0,0,71,71,0
paul_klee,4,0,0,4,3,1
alexander_ii_of_russia,346,0,226,120,338,8
louis_althusser,114,0,0,114,109,5
nergal,14,0,0,14,14,0
vulcanization,13,0,0,13,13,0
robert_the_devil_,1,0,0,1,0,1
louis_pasteur,38,1,23,14,37,1
john_wilkes_booth,266,0,72,194,256,10
stroop_effect,8,0,0,8,8,0
hydrochloric_acid,22,4,0,18,19,3
t._s._eliot,237,0,71,166,237,0
palladium,26,0,0,26,26,0
charles_de_gaulle,571,0,153,418,557,14
antonio_gramsci,29,0,0,29,26,3
kentucky,8,0,0,8,8,0
delhi_sultanate,2,2,0,0,2,0
hyperborea,7,0,0,7,7,0
leprosy,21,0,0,21,21,0
hugh_selwyn_mauberley,7,7,0,0,7,0
greg_graffin,4,0,0,4,4,0
kamadeva,47,0,0,47,47,0
graphene,291,0,0,291,291,0
john_quincy_adams,444,5,159,280,430,14
edgar_allan_poe,325,1,97,227,315,10
jean_racine,409,0,192,217,397,12
congress_of_berlin,192,0,151,41,186,6
der_freischutz,1,0,0,1,1,0
first_battle_of_bull_run,139,0,104,35,135,4
phenotype,4,0,0,4,4,0
scapula,48,0,17,31,48,0
david_lewis_(philosopher),5,0,0,5,5,0
functional_programming,6,0,0,6,6,0
coevolution,6,0,0,6,6,0
rio_de_janeiro,13,0,0,13,13,0
john_hay,133,0,114,19,129,4
dc_comics,1,0,0,1,0,1
guayaquil,6,0,0,6,6,0
vitus_bering,158,0,91,67,151,7
rachel_carson,43,0,0,43,43,0
tuscany,4,0,0,4,4,0
"mary,_queen_of_scots",157,0,65,92,157,0
boiling-point_elevation,13,0,0,13,13,0
atlanta_campaign,4,4,0,0,4,0
dream_of_the_red_chamber,233,0,185,48,222,11
wheatstone_bridge,4,0,0,4,4,0
romeo_and_juliet_(tchaikovsky),1,0,0,1,1,0
alphonse_mucha,1,0,0,1,1,0
the_member_of_the_wedding,3,3,0,0,3,0
unemployment,116,0,42,74,116,0
graham_greene,403,0,138,265,398,5
congo_(bbc_tv_series),6,0,0,6,6,0
torah,48,0,0,48,48,0
francis_crick,35,4,0,31,35,0
dopamine,233,0,63,170,233,0
robert_k._merton,162,0,114,48,162,0
elk,16,0,0,16,16,0
bhutan,27,0,0,27,27,0
elm,18,0,0,18,18,0
monoclonal_antibody,54,0,0,54,52,2
children_of_paradise,15,0,0,15,15,0
elf,61,0,0,61,61,0
otto_dix,1,0,0,1,0,1
sargasso_sea,1,0,0,1,1,0
korean_war,3,3,0,0,3,0
kelp,5,0,0,5,5,0
symphony_no._7_(mahler),2,0,0,2,2,0
alexander_scriabin,5,0,0,5,5,0
miles_davis,5,0,0,5,4,1
superfluid_helium,5,0,0,5,0,5
napoleon_as_mars_the_peacemaker,1,0,0,1,1,0
cardinal_mazarin,64,0,46,18,60,4
embargo_act_of_1807,128,0,112,16,128,0
charles_lindbergh,221,2,55,164,210,11
martin_buber,44,0,0,44,43,1
cyclic_adenosine_monophosphate,117,0,76,41,110,7
the_carnival_of_the_animals,1,0,0,1,1,0
e._o._wilson,15,0,0,15,15,0
estonian_language,6,0,0,6,6,0
conformational_isomerism,16,0,0,16,16,0
sachs_disease,2,0,0,2,0,2
the_prince,93,14,0,79,90,3
antimatter,51,0,0,51,51,0
agatha_christie,378,0,73,305,362,16
balearic_islands,13,0,0,13,13,0
the_grapes_of_wrath,261,3,158,100,250,11
gulf_of_california,8,0,0,8,8,0
wars_of_the_roses,352,0,174,178,340,12
iris_(mythology),12,0,0,12,12,0
the_closing_of_the_american_mind,9,0,0,9,8,1
menopause,50,0,0,50,50,0
imprinting_(psychology),7,0,0,7,7,0
daniel_defoe,370,1,138,231,349,21
taiping_rebellion,157,0,117,40,147,10
equation_of_state,93,0,0,93,93,0
harlem_renaissance,4,4,0,0,3,1
weak_interactions,4,4,0,0,4,0
council_of_pisa,1,1,0,0,1,0
artemisinin,33,0,0,33,33,0
benito_cereno,267,0,248,19,255,12
the_trials,2,2,0,0,2,0
genomic_imprinting,23,0,0,23,22,1
epic_of_gilgamesh,522,0,218,304,506,16
pepin_the_short,128,2,77,49,124,4
epiphany_(holiday),112,0,0,112,112,0
boris_yeltsin,2,2,0,0,2,0
joseph_hooker,6,6,0,0,6,0
empress_matilda,3,3,0,0,3,0
just_war_theory,4,0,0,4,4,0
demarcation_problem,8,0,0,8,8,0
immune_system,172,0,0,172,166,6
battle_of_marathon,263,2,166,95,249,14
civil_disobedience_,3,0,3,0,0,3
ephedrine,14,0,0,14,14,0
symphony_no._6_(beethoven),2,0,0,2,2,0
helicobacter_pylori,74,0,0,74,71,3
the_bridge_of_san_luis_rey,2,2,0,0,1,1
spleen,129,0,97,32,129,0
apatosaurus,3,0,0,3,3,0
sea_of_azov,16,0,0,16,16,0
my_last_duchess,103,0,79,24,97,6
lorenz_curve,2,0,0,2,2,0
estonia,6,0,0,6,6,0
gauss's_law,6,0,0,6,6,0
jacques_marquette,65,0,40,25,61,4
phoneme,5,0,0,5,5,0
the_feminine_mystique,8,0,0,8,7,1
entropy_(statistical_thermodynamics),40,0,0,40,40,0
annales_school,9,0,0,9,9,0
lake_chad,1,0,0,1,1,0
tin,31,0,0,31,31,0
heart_of_darkness,282,6,108,168,268,14
dead_sea,22,0,0,22,22,0
gershom_scholem,5,0,0,5,4,1
violin_sonata_no._9_(beethoven),1,0,0,1,1,0
ottoman_empire,3,3,0,0,3,0
turnus,7,0,0,7,7,0
vyasa,65,0,0,65,65,0
oliver_goldsmith,196,3,122,71,190,6
the_death_of_marat,1,0,0,1,1,0
skara_brae,1,0,0,1,1,0
mossbauer_effect,170,0,170,0,165,5
arthur_schopenhauer,282,2,71,209,269,13
edmond_halley,4,0,0,4,4,0
hildegard_of_bingen,33,0,0,33,33,0
plasmon,16,0,0,16,16,0
reynolds_number,150,3,99,48,149,1
white_dwarf,106,0,0,106,103,3
francis_poulenc,1,0,0,1,1,0
october_crisis,3,3,0,0,3,0
tollens'_reagent,23,0,0,23,23,0
things_fall_apart,435,6,255,174,423,12
atahualpa,168,0,152,16,168,0
bremsstrahlung,6,0,0,6,6,0
lady_windermere,11,0,8,3,0,11
abbas_kiarostami,8,0,0,8,8,0
chester_a,11,0,4,7,0,11
frederick_law_olmsted,6,0,0,6,6,0
ulna,3,0,0,3,3,0
emperor_penguin,10,0,0,10,10,0
antiferromagnetism,98,0,88,10,98,0
leonardo_da_vinci,37,2,0,35,36,1
deirdre,216,0,196,20,216,0
robert_henri,4,0,0,4,4,0
philippines,30,0,0,30,30,0
abraham_in_islam,25,0,0,25,25,0
louisiana_purchase,212,3,116,93,201,11
bahia,8,0,0,8,8,0
intertropical_convergence_zone,1,0,0,1,1,0
ixion,15,0,0,15,15,0
apology_(plato),163,0,144,19,163,0
lake_winnipeg,2,0,0,2,2,0
cato_street_conspiracy,7,7,0,0,7,0
hydrogen_bond,180,4,125,51,169,11
golden_calf,18,0,0,18,16,2
lhasa,25,0,0,25,25,0
vachel_lindsay,126,0,59,67,117,9
crab_nebula,19,0,0,19,19,0
gresham's_law,9,0,0,9,9,0
the_disasters_of_war,13,0,0,13,12,1
sitting_bull,1,1,0,0,1,0
the_communist_manifesto,11,1,0,10,8,3
kami,50,0,0,50,50,0
piezoelectricity,217,0,136,81,217,0
dandruff,3,0,0,3,3,0
lyme_disease,84,0,27,57,81,3
william_lyon_mackenzie,3,3,0,0,3,0
mauritius,14,0,0,14,14,0
glacial_river_warren,2,0,0,2,2,0
resonance,76,0,0,76,76,0
shark,41,0,0,41,41,0
bacterial_conjugation,12,0,0,12,12,0
andromeda_(constellation),20,0,0,20,20,0
william_walker_(filibuster),86,0,44,42,86,0
northwest_passage,6,6,0,0,6,0
henry_vii_of_england,218,2,118,98,206,12
isle_of_man,13,0,0,13,12,1
runes,23,0,0,23,23,0
bayeux_tapestry,18,0,0,18,18,0
patch_clamp,2,0,0,2,2,0
athena,613,0,200,413,613,0
ansel_adams,10,0,0,10,9,1
edna_st._vincent_millay,81,0,44,37,81,0
villa_savoye,1,0,0,1,1,0
maximum_likelihood,7,0,0,7,7,0
penobscot_river,2,0,0,2,2,0
great_dismal_swamp,1,0,0,1,1,0
confucius,44,0,0,44,44,0
amedeo_avogadro,5,0,0,5,5,0
world-systems_theory,32,0,0,32,32,0
iodine,127,0,0,127,127,0
epoxide,48,0,0,48,48,0
amazons,168,0,10,158,168,0
logotherapy,22,0,0,22,22,0
distillation,122,0,71,51,122,0
two_concepts_of_liberty,4,0,0,4,4,0
andromeda_galaxy,22,0,0,22,22,0
stroke,73,0,0,73,73,0
pearl_s._buck,149,0,113,36,149,0
hydrogen,176,0,0,176,176,0
osmosis,12,0,0,12,12,0
edward_thorndike,23,0,0,23,22,1
suez_crisis,511,3,163,345,492,19
dorr_rebellion,181,0,172,9,180,1
battle_of_fredericksburg,1,1,0,0,1,0
henry_walter_bates,3,0,0,3,2,1
thomas_hunt_morgan,21,0,0,21,19,2
lev_vygotsky,169,0,94,75,165,4
colorado_river,46,0,0,46,45,1
chemical_shift,16,0,0,16,16,0
rutherford_b,20,6,4,10,5,15
mikhail_lermontov,65,1,0,64,62,3
endymion_(mythology),6,0,0,6,6,0
nernst_equation,219,3,153,63,213,6
zinc_finger,21,1,0,20,18,3
vanadium,58,0,0,58,58,0
devi,124,0,0,124,124,0
a_streetcar_named_desire_(play),139,0,45,94,139,0
the_importance_of_being_earnest,401,0,175,226,386,15
odysseus,443,0,132,311,443,0
joshua_chamberlain,5,5,0,0,5,0
auxin,83,0,0,83,83,0
oceanic_feeling,3,0,0,3,3,0
estuary,2,0,0,2,2,0
eris_(mythology),33,0,0,33,33,0
jawaharlal_nehru,371,0,199,172,359,12
dance_(nina_girado_song),1,0,0,1,1,0
peter_and_the_wolf,1,0,0,1,1,0
apep,10,0,0,10,10,0
density_matrix,29,6,0,23,29,0
beowulf_(hero),85,0,51,34,85,0
jocasta,9,0,0,9,9,0
roger_b._taney,158,0,92,66,158,0
density_functional_theory,35,0,0,35,33,2
mantle_plume,15,0,0,15,14,1
discourse_on_the_method,17,0,0,17,17,0
pharynx,7,0,0,7,7,0
john_calvin,62,0,0,62,61,1
wallerian_degeneration,38,0,0,38,37,1
tzvetan_todorov,1,0,0,1,1,0
rough_riders,101,0,74,27,99,2
bobo_doll_experiments,1,1,0,0,1,0
acetone,6,0,0,6,6,0
missouri_compromise,140,7,121,12,135,5
advent,5,0,0,5,5,0
william_ewart_gladstone,274,0,68,206,270,4
oratorio,1,0,0,1,1,0
the_age_of_reason,67,0,0,67,66,1
alexandre_dumas,8,2,0,6,8,0
alfred_sisley,1,0,0,1,1,0
phone_ringing,1,1,0,0,0,1
bovine_immunodeficiency_virus,9,0,0,9,9,0
melting_point,31,0,0,31,30,1
aligned_movement,6,6,0,0,6,0
the_knights_of_labor,3,3,0,0,3,0
equestrian_statue_of_gattamelata,2,0,0,2,2,0
tokugawa_shogunate,195,6,163,26,181,14
salman_rushdie,303,3,149,151,294,9
edna_st,4,0,2,2,0,4
a_tale_of_two_cities,364,0,50,314,350,14
elector_of_saxony,5,5,0,0,5,0
benito_juarez,138,0,77,61,135,3
noble_eightfold_path,10,0,0,10,10,0
the_handmaid's_tale,85,0,13,72,85,0
jane_eyre,746,0,266,480,727,19
isotope,42,0,0,42,42,0
battle_of_bannockburn,136,0,105,31,132,4
white_house,14,7,0,7,14,0
washington_crossing_the_delaware,2,0,0,2,2,0
methylation,13,0,0,13,13,0
fashoda_incident,157,0,148,9,149,8
louis_spohr,1,0,0,1,1,0
solipsism,64,0,0,64,64,0
de_rerum_natura,24,1,0,23,21,3
mohism,19,0,0,19,19,0
glucagon,49,0,0,49,49,0
henri_rousseau,1,0,0,1,1,0
dar_es_salaam,9,0,0,9,9,0
reductionism,49,0,0,49,49,0
cybernetics,26,0,0,26,26,0
ereshkigal,14,0,0,14,14,0
henry_wadsworth_longfellow,522,0,149,373,506,16
lord_byron,430,10,190,230,417,13
angel_falls,3,0,0,3,3,0
catherine_of_aragon,1,1,0,0,0,1
zollverein,9,0,0,9,9,0
maxwell's_demon,26,0,0,26,26,0
the_school_of_athens,17,0,0,17,16,1
hadrian,194,0,112,82,194,0
circe,73,0,0,73,73,0
monetary_policy,41,0,0,41,41,0
oda_nobunaga,206,0,158,48,199,7
nuclear_shell_model,33,0,0,33,32,1
crazy_horse,3,3,0,0,3,0
coelacanth,10,0,0,10,10,0
mozart_piano_concertos,1,0,0,1,1,0
aroostook_war,5,5,0,0,5,0
science_and_health_with_key_to_the_scriptures,1,0,0,1,1,0
benjamin_franklin,7,7,0,0,6,1
tempera,2,0,0,2,2,0
eero_saarinen,1,0,0,1,1,0
chattahoochee_river,24,0,0,24,24,0
tractatus_logico,8,0,6,2,0,8
promethium,25,0,0,25,25,0
harun_al-rashid,6,0,0,6,6,0
henry_the_navigator,173,0,135,38,165,8
iris_(anatomy),24,0,0,24,24,0
peasants'_revolt,190,0,86,104,190,0
parallel_postulate,4,0,0,4,4,0
edward_hopper,6,0,0,6,6,0
first_epistle_to_the_thessalonians,1,0,0,1,1,0
djoser,6,0,0,6,6,0
stanley_milgram,175,0,155,20,170,5
influenza_a_virus,21,0,0,21,21,0
mindanao,32,0,0,32,32,0
zurvanism,26,0,0,26,26,0
gideon,2,0,0,2,2,0
kidnapped_(novel),133,0,25,108,133,0
benin,9,0,0,9,9,0
percival_lowell,11,0,0,11,11,0
malpighian_tubule_system,5,0,0,5,5,0
farthing_(english_coin),3,0,0,3,3,0
marcel_duchamp,15,0,0,15,14,1
pitcairn_islands,7,0,0,7,7,0
the_republic_(plato),253,0,98,155,253,0
charles_ives,8,0,0,8,7,1
nucleolus,77,0,66,11,77,0
jakarta,19,0,0,19,19,0
the_phantom_of_the_opera_(1986_musical),5,0,0,5,5,0
ivanhoe,315,0,165,150,315,0
panopticon,5,0,0,5,5,0
cecrops_i,36,0,0,36,35,1
joseph_haydn,6,0,0,6,6,0
s_children,4,0,3,1,0,4
ernst_ludwig_kirchner,3,0,0,3,3,0
the_feast_of_the_gods,4,0,0,4,4,0
hans-georg_gadamer,47,0,0,47,47,0
book_of_numbers,16,0,0,16,16,0
turbidity_current,10,0,0,10,10,0
dowry,52,0,0,52,52,0
drag_(physics),34,0,0,34,34,0
yo-yo_ma,1,0,0,1,1,0
the_garden_of_earthly_delights,83,0,0,83,81,2
niagara_falls,14,0,0,14,13,1
torsion_spring,10,0,0,10,10,0
gary_becker,38,0,0,38,36,2
aga_khan_iii,4,4,0,0,4,0
john_brown_(abolitionist),441,0,135,306,441,0
absolute_zero,84,4,0,80,80,4
third_law_of_thermodynamics,26,0,0,26,26,0
lise_meitner,19,0,0,19,19,0
cepheid_variable,7,0,0,7,7,0
rwanda,39,0,0,39,39,0
niels_bohr,156,0,88,68,153,3
flow_cytometry,18,0,0,18,17,1
st._bartholomew's_day_massacre,152,0,82,70,152,0
anton_webern,1,0,0,1,1,0
joseph_heller,68,2,39,27,66,2
bayezid_i,1,1,0,0,1,0
diode,80,0,0,80,80,0
s_cabin,21,0,4,17,0,21
rubaiyat_of_omar_khayyam,5,0,0,5,5,0
george_h._pendleton,110,0,102,8,110,0
winfield_scott,2,2,0,0,2,0
cortisol,95,0,0,95,95,0
article_four_of_the_united_states_constitution,4,0,0,4,4,0
light_in_august,419,0,291,128,405,14
young's_modulus,6,0,0,6,6,0
kinetic_energy,79,4,0,75,78,1
appian_way,4,4,0,0,4,0
libya,28,0,0,28,28,0
jericho,7,0,0,7,7,0
peptidoglycan,98,0,74,24,98,0
robinson_annulation,22,0,0,22,21,1
berry,1,0,0,1,1,0
le_havre,10,0,0,10,10,0
alkali_metals,5,5,0,0,4,1
gastrulation,10,0,0,10,10,0
aaron_copland,8,0,0,8,8,0
ramsay_macdonald,3,3,0,0,3,0
arius,23,0,0,23,23,0
carl_rogers,128,0,87,41,123,5
quinine,7,0,0,7,7,0
arecibo_observatory,4,0,0,4,4,0
uncle_tom,21,0,4,17,0,21
vilfredo_pareto,62,0,48,14,59,3
mole_(unit),10,0,0,10,10,0
riot_act,5,5,0,0,5,0
antoine_lavoisier,11,0,0,11,11,0
rub'_al_khali,3,0,0,3,3,0
kaon,12,0,0,12,12,0
riboswitch,5,0,0,5,5,0
liar_paradox,4,0,0,4,4,0
equilibrium_constant,193,11,105,77,191,2
la_cenerentola,1,0,0,1,0,1
rudolf_carnap,10,0,0,10,10,0
octahedral_molecular_geometry,2,0,0,2,2,0
simple_harmonic_motion,2,0,0,2,1,1
bonampak,2,0,0,2,2,0
book_of_exodus,21,0,0,21,21,0
author,9,0,0,9,9,0
the_gift_,6,0,6,0,0,6
ethiopia,278,0,149,129,278,0
rear_window,4,0,0,4,4,0
fugitive_slave_laws,96,0,91,5,93,3
helen_(play),9,0,0,9,9,0
null_hypothesis,4,0,0,4,4,0
john_b._watson,142,0,95,47,142,0
doppler_effect,181,7,138,36,175,6
sikhism,243,0,143,100,243,0
albert_ellis,38,0,0,38,36,2
electromagnetism,68,0,0,68,68,0
eucalyptus,21,0,0,21,21,0
pennsylvania,12,0,0,12,12,0
george_gissing,5,5,0,0,5,0
o_pioneers,8,4,4,0,4,4
the_tempest_(giorgione),2,0,0,2,2,0
william_tell_,1,0,0,1,0,1
mythologies_(book),1,0,0,1,1,0
d._h._lawrence,680,0,238,442,680,0
golden_stool,4,0,0,4,4,0
brisbane,4,0,0,4,4,0
i_know_why_the_caged_bird_sings,3,3,0,0,3,0
valmiki,2,0,0,2,2,0
the_sun_also_rises,394,1,110,283,386,8
karlheinz_stockhausen,6,0,0,6,5,1
ceres_(dwarf_planet),11,0,0,11,11,0
napoleon_iii,854,0,230,624,826,28
star_formation,14,0,0,14,12,2
empiricism,66,0,0,66,66,0
the_guide_for_the_perplexed,173,0,127,46,167,6
the_deserted_village,3,3,0,0,2,1
cesare_beccaria,7,0,0,7,7,0
fort_mchenry,3,3,0,0,3,0
the_love_for_three_oranges,2,0,0,2,2,0
holy_grail,23,0,0,23,23,0
inflation,117,0,56,61,117,0
edwin_arlington_robinson,178,1,140,37,172,6
parity_(physics),36,0,0,36,36,0
barnett_newman,2,0,0,2,2,0
j._l._austin,4,0,0,4,4,0
cyclohexane,132,0,111,21,132,0
s_theorem,1,0,0,1,0,1
molly_maguires,218,0,143,75,216,2
kubla_khan,516,0,90,426,498,18
vincent_millay,4,0,2,2,0,4
a_shropshire_lad,201,1,151,49,196,5
fatwa,13,0,0,13,13,0
manuel_puig,66,0,35,31,63,3
thutmose_i,12,0,0,12,10,2
greenback_party,143,3,104,36,137,6
luxembourg,3,0,0,3,3,0
the_misanthrope,90,0,67,23,86,4
thomson_scattering,15,2,0,13,15,0
the_caretaker,5,5,0,0,5,0
karl_barth,82,0,69,13,79,3
emilio_aguinaldo,189,0,168,21,184,5
the_prelude,6,6,0,0,6,0
hudson_river,22,2,0,20,22,0
afrikaans,4,0,0,4,4,0
swan_lake,10,0,0,10,9,1
arthashastra,9,0,0,9,9,0
scanning_electron_microscope,48,1,0,47,46,2
free-electron_laser,14,0,0,14,14,0
brittany,13,0,0,13,13,0
hypothalamus,97,0,46,51,97,0
michael_(archangel),66,0,0,66,66,0
binary_pulsar,3,0,0,3,3,0
flocculation,3,0,0,3,3,0
jane_jacobs,60,0,0,60,57,3
the_carracci,3,0,0,3,3,0
penelope,10,0,0,10,10,0
the_great_gatsby_(2013_film),2,0,0,2,2,0
cnidaria,105,0,63,42,105,0
corsica,1,0,0,1,1,0
thomas_jefferson,710,11,150,549,684,26
orlando_furioso,156,0,81,75,149,7
charles_edward_stuart,2,2,0,0,2,0
la_sonnambula,1,0,0,1,1,0
guillaume_de_machaut,5,0,0,5,5,0
girolamo_savonarola,198,0,148,50,191,7
hamiltonian_mechanics,32,0,0,32,32,0
antoninus_pius,2,2,0,0,2,0
santiago_calatrava,2,0,0,2,2,0
hermann_emil_fischer,5,0,0,5,5,0
tractatus_theologico,3,0,3,0,0,3
edmund_spenser,194,0,154,40,183,11
james_clerk_maxwell,24,0,0,24,24,0
eniac,5,0,0,5,5,0
theodor_w._adorno,178,0,0,178,178,0
circadian_rhythm,40,0,0,40,38,2
the_planets,3,0,0,3,3,0
hart_crane,193,3,76,114,187,6
metastasis,35,0,0,35,35,0
minneapolis,7,0,0,7,7,0
lichen,24,0,0,24,24,0
helicase,74,0,0,74,74,0
the_house_of_the_seven_gables,168,0,73,95,162,6
yellow_fever,37,0,0,37,37,0
francis_xavier,60,0,0,60,59,1
martin_van_buren,210,2,91,117,202,8
lethe,6,0,0,6,6,0
bilirubin,14,0,0,14,14,0
octavio_paz,246,0,157,89,236,10
okavango_river,2,0,0,2,2,0
snell's_law,36,0,0,36,36,0
newgrange,11,0,0,11,11,0
babylon,16,0,0,16,16,0
artemisia_gentileschi,23,0,0,23,22,1
superconductivity,239,0,127,112,239,0
tebbe's_reagent,17,0,0,17,17,0
johann_sebastian_bach,3,0,0,3,3,0
duino_elegies,188,1,102,85,183,5
falstaff,150,0,140,10,150,0
dante_gabriel_rossetti,2,0,0,2,1,1
angiogenesis,77,0,0,77,77,0
giacomo_puccini,1,0,0,1,1,0
assassins,30,0,0,30,30,0
council_of_clermont,3,3,0,0,3,0
wozzeck,2,0,0,2,2,0
phillips_curve,106,5,42,59,102,4
s_rainbow,5,0,0,5,0,5
a._a._milne,180,0,143,37,180,0
riemann_sphere,9,0,0,9,8,1
desert_pavement,3,0,0,3,3,0
major_barbara,166,3,138,25,158,8
calvin_coolidge,263,0,92,171,253,10
temporal_lobe,2,0,0,2,2,0
the_ambassadors_(holbein),1,0,0,1,1,0
the_master_builder,314,2,269,43,300,14
giotto,4,0,0,4,4,0
conspicuous_consumption,8,5,0,3,6,2
gilbert_n._lewis,45,0,0,45,45,0
jerome,7,0,0,7,7,0
magdalena_riverwhile,2,2,0,0,2,0
magna_carta,226,0,130,96,217,9
carpal_tunnel_syndrome,17,0,0,17,17,0
aaron,172,0,127,45,172,0
the_scapegoat_(painting),1,0,0,1,1,0
sons_of_liberty,2,0,0,2,2,0
geography_of_madagascar,19,0,0,19,18,1
esther,29,0,0,29,29,0
otto_skorzeny,3,3,0,0,3,0
fallopian_tube,27,0,0,27,26,1
heme,66,0,0,66,66,0
arthur_laffer,4,0,0,4,4,0
hemp,10,0,0,10,10,0
frank_gehry,7,0,0,7,7,0
